date,state_col,trendline_completely_satisfied,trendline_mostly_satisfied,trendline_not_satisfied_at_all,trendline_not_very_satisfied,trendline_unsure,ci_low_completely_satisfied,ci_low_mostly_satisfied,ci_low_not_satisfied_at_all,ci_low_not_very_satisfied,ci_low_unsure,ci_high_completely_satisfied,ci_high_mostly_satisfied,ci_high_not_satisfied_at_all,ci_high_not_very_satisfied,ci_high_unsure
2020-03-25,Alabama,0.177169453120216,0.406516014452814,0.144650621593484,0.246249004838018,0.0254149059954682,0.101169698083165,0.285871761896013,0.0790617919039745,0.154020454406271,0.0153101843346194,0.271786392308163,0.536530099822402,0.240492375528201,0.359789331863556,0.0404188866433952
2020-03-26,Alabama,0.180905138097863,0.397636107538735,0.147835139935085,0.24820870843285,0.0254149059954682,0.105701512646212,0.279870169636843,0.0826137546696062,0.155918917263764,0.0154326658092963,0.273194929266948,0.52373078571866,0.241839671749648,0.359115683752832,0.0399289607446874
2020-03-27,Alabama,0.184702063812848,0.388694959887317,0.151019658276686,0.250168412027681,0.0254149059954682,0.110172086471921,0.273807336640333,0.0861044766978994,0.157756139383918,0.0154939065466348,0.274542225488395,0.510931471614918,0.243186967971094,0.358380794904771,0.0394390348459795
2020-03-28,Alabama,0.182558638006002,0.404801273807337,0.149794843529916,0.237981505297324,0.0248637393594219,0.109069753199829,0.28679037295609,0.0858595137485455,0.150284769428624,0.0153101843346194,0.273623614428318,0.527037785534938,0.240369894053524,0.340620981076612,0.0385204237859024
2020-03-29,Alabama,0.180365017148457,0.420994610485056,0.148579127878491,0.225808427241548,0.0242528172464478,0.10797403233709,0.299791768740813,0.0855585497305243,0.142760901518863,0.0151273885350319,0.272721705046546,0.543177364037237,0.237628613424792,0.322880940715336,0.0376653601175894
2020-03-30,Alabama,0.183098591549296,0.418064911206369,0.149112063686467,0.225903245560318,0.0238211879975505,0.109797917942437,0.296999387630129,0.0868952847519902,0.143661971830986,0.0148193508879363,0.275872627066748,0.540600122473974,0.237232088181262,0.324433557868953,0.0366197183098591
2020-03-31,Alabama,0.185804397084941,0.415273439892216,0.149611121317901,0.225978320778982,0.0233327209259599,0.111641864168045,0.294261742911385,0.0883091432420846,0.144589380856146,0.0145140547492192,0.279135280788781,0.538183599730541,0.236879172025231,0.326045685590054,0.0355808683936555
2020-04-01,Alabama,0.178516749341662,0.418947884132525,0.152795639659501,0.226896931839059,0.0228427950272521,0.107232531079674,0.300202094433217,0.0903300875742544,0.144221936432115,0.0143303325372037,0.268173188805193,0.542286729132219,0.243186967971094,0.327331741074163,0.0347234980709168
2020-04-02,Alabama,0.171229101598383,0.422622328372834,0.155918917263764,0.227876783636475,0.0223528691285443,0.102823197991304,0.306142445955049,0.0924122726437626,0.143915732745422,0.0141466103251883,0.257149856084267,0.546451099271235,0.249556004654296,0.328679037295609,0.0338661277481781
2020-04-03,Alabama,0.173934345908868,0.417319941205291,0.160889269965703,0.225747182753552,0.022109260166585,0.104483096521313,0.3015678588927,0.0955414012738854,0.142883390494855,0.0140862322390985,0.258819206271436,0.541033806957374,0.254348358647722,0.325759431651151,0.033561979421852
2020-04-04,Alabama,0.176607470912431,0.412002449479486,0.16589099816289,0.22357624004899,0.0219228413962033,0.106184935701163,0.296999387630129,0.0986527862829149,0.141886099203919,0.0140232700551133,0.260379669320269,0.535578689528475,0.259032455603184,0.322718922229026,0.0331904470300061
2020-04-05,Alabama,0.180415212199155,0.410557903117154,0.164676342703166,0.222671320962704,0.0216792210178211,0.108518586563782,0.295792761344847,0.0980464204789026,0.141649825463899,0.0137791659011575,0.265723559311654,0.533896748116847,0.25623124502419,0.320289056280238,0.032825035213424
2020-04-06,Alabama,0.18422341989221,0.409113179813817,0.163461538461538,0.221827535521803,0.0213743263106321,0.110913767760902,0.29452474277315,0.0974399804017638,0.141352278294954,0.0135350318471338,0.271068103870652,0.532153356197942,0.253368446839784,0.317858892699657,0.0323983341499265
2020-04-07,Alabama,0.182914880587875,0.413655848132272,0.158971218616044,0.223453766074709,0.0210042865890998,0.11041028781384,0.297856705450092,0.0950398040416411,0.141886099203919,0.013410900183711,0.268707899571341,0.536007348438457,0.247948560930802,0.320881812614819,0.0319044703000612
2020-04-08,Alabama,0.181589906908378,0.418238608525233,0.154458598726115,0.225073493385595,0.0206393924546791,0.109872611464968,0.301200391964723,0.0926629103380696,0.142454679078883,0.0132900538951494,0.26641352278295,0.539931406173444,0.24265066144047,0.323983341499265,0.0314184223419892
2020-04-09,Alabama,0.183538489803417,0.418825402657848,0.15126462122604,0.225917080041644,0.0204544062710515,0.112193030804091,0.30130442770531,0.0902688468369159,0.143364566109376,0.0131667585277727,0.268969318390593,0.540388266274726,0.237369097923939,0.325861963378039,0.0311102945679466
2020-04-10,Alabama,0.185559434135587,0.419437810031233,0.1480188621471,0.226774450364382,0.0202094433216976,0.114458938085615,0.301426909179986,0.0878192173433768,0.144221936432115,0.0129830363157572,0.271541429358809,0.540816951436095,0.23210239451283,0.327760426235532,0.0307428501439157
2020-04-11,Alabama,0.179374119664401,0.421091309939372,0.147590176985731,0.23210239451283,0.0198419988976667,0.109865882785229,0.302284279502725,0.0869006062832997,0.148386306571131,0.0127993141037418,0.264927429726254,0.541919284708188,0.232469838936861,0.335599240614857,0.0300692020331925
2020-04-12,Alabama,0.173138167564919,0.422770700636943,0.147170504654581,0.2375061244488,0.0194145026947575,0.105279274865262,0.303221460068594,0.0859872611464968,0.15249877511024,0.0125551200391965,0.258329250367467,0.543054875061244,0.232912787849094,0.343397844194022,0.0293973542381186
2020-04-13,Alabama,0.167983342519444,0.425745605977096,0.146242880764284,0.240798579214894,0.0192295915242819,0.101230938820503,0.307367260701819,0.0854920693245147,0.154142935880948,0.0124318696797109,0.251883152673158,0.54504256231245,0.231367505664768,0.346071406699737,0.0289668687610999
2020-04-14,Alabama,0.162839120583012,0.428746402106681,0.145385510441546,0.244044338293833,0.018984628574928,0.0971890501561639,0.311592871578174,0.0850021434258068,0.155796435789087,0.012309388205034,0.245452875252618,0.54706350664462,0.229897727968645,0.34876599914263,0.0285381835997305
2020-04-15,Alabama,0.156286361687795,0.435482883213914,0.148814991732501,0.240614857002878,0.0188009063629126,0.092718476330455,0.317961908261375,0.087451772919346,0.153897972931594,0.0120031845183416,0.237552820135954,0.554534876599914,0.235164431379754,0.345091554902321,0.0281094984383612
2020-04-16,Alabama,0.149733602792578,0.442219364321146,0.152305713760794,0.237185375711924,0.0185559434135587,0.0881866617674077,0.324269704207239,0.0899014024128851,0.151938269336763,0.0117582215689877,0.229591524281952,0.56194500581787,0.240431134790863,0.341355869924674,0.0277420540143303
