Date,Location,Attendees,Event (legacy; see tags),Tags,Curated,Source,Total Articles,City,State Name,State Code
2020-05-25,"State House, Boston, MA",30.0,Racial Injustice,Civil Rights; For racial justice; Coronavirus,Yes,https://www.boston.com/news/coronavirus/2020/05/26/massachusetts-reopening-protest-boston,3,"State House, Boston",Massachusetts,MA
2020-06-01,"Johnson City, TN",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.johnsoncitypress.com/law-enforcement/2020/06/12/As-demonstrators-push-for-change-Jonesborough-police-chief-says-there-s-always-room-for-improvement.html?ti=,2,Johnson City,Tennessee,TN
2020-06-01,"Tyler, TX",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://tylerpaper.com/peaceful-protest-supports-black-lives-matter-movement-protests-police-brutality/collection_ffafdac2-a48b-11ea-aac8-1fb24d829c89.html,1,Tyler,Texas,TX
2020-06-01,"Olympia, WA",150.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.theolympian.com/news/local/article243187031.html,3,Olympia,Washington,WA
2020-06-01,"Upland, CA",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.dailybulletin.com/armed-man-threatens-demonstrators-in-upland-is-later-arrested,2,Upland,California,CA
2020-06-01,"Fireman's Park, Brenham, TX",50.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,http://www.brenhambanner.com/news/brenhamites-protest-george-floyds-death/article_26c90748-d5a8-5f5d-8089-85d99bd386e3.html,1,"Fireman's Park, Brenham",Texas,TX
2020-06-01,"Canton, OH",300.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.indeonline.com/news/20200601/peace-and-protest-in-canton-for-fourth-straight-night,3,Canton,Ohio,OH
2020-06-01,"Las Cruces, NM",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://kvia.com/news/new-mexico/2020/06/01/watch-live-hundreds-of-george-floyd-protesters-on-streets-of-las-cruces/,1,Las Cruces,New Mexico,NM
2020-06-01,"Fort Collins, CO",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.coloradoan.com/story/news/2020/06/02/george-floyd-protesters-march-through-old-town-fort-collins-colorado/3125374001/,1,Fort Collins,Colorado,CO
2020-06-01,"Gaithersburg, MD",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.wusa9.com/article/news/local/dc/george-floyd-protests-gaithersburg-highway-marching/65-5020d60d-0937-40e7-96f7-0afa7122699b,1,Gaithersburg,Maryland,MD
2020-06-01,"City Hall, Vacaville, CA",500.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.dailyrepublic.com/all-dr-news/solano-news/vacaville/hundreds-protest-in-vacaville-in-memory-of-george-floyd-to-support-blm-movement/,1,"City Hall, Vacaville",California,CA
2020-06-01,"Southington, CT",200.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.myrecordjournal.com/News/Southington/Southington-News/Hundreds-march-in-Southington-to-protest-George-Floyd-killing.html,1,Southington,Connecticut,CT
2020-06-01,"Renton, WA",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.heraldnet.com/northwest/george-floyd-protest-turns-chaotic-on-seattles-capitol-hill/,1,Renton,Washington,WA
2020-06-01,"York, PA",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.yorkdispatch.com/story/news/local/2020/06/01/york-city-protests-floyd-death-rowdy-but-mostly-nonviolent-manner/5310180002/,2,York,Pennsylvania,PA
2020-06-01,"Lubbock, TX",200.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.lubbockonline.com/news/20200601/walking-together-lubbock-police-leaders-march-with-citizens-in-stand-against-racist-violence,1,Lubbock,Texas,TX
2020-06-01,"Kokomo, IN",10.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.kokomotribune.com/news/local_news/tensions-briefly-flare-at-monday-protest-downtown/article_ca35d09e-a469-11ea-b409-931e676487b9.html,1,Kokomo,Indiana,IN
2020-06-01,"Cortland, NY",300.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://cortlandstandard.net/2020/06/03/supporters-of-black-lives-matter-march-in-cortland/,2,Cortland,New York,NY
2020-06-01,"Troy, Detroit, MI",200.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.freep.com/story/news/local/michigan/oakland/2020/06/01/troy-rallies-somerset-brutality-racial-injustice/5313607002/,2,"Troy, Detroit",Michigan,MI
2020-06-01,"Bloomington, IN",150.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.idsnews.com/article/2020/06/bloomington-protests-continue-monday-night-with-downtown-march,1,Bloomington,Indiana,IN
2020-06-01,"Geneva, NY",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.fltimes.com/news/police-join-in-second-geneva-protest/article_97f46a86-d9de-5bb9-9bba-8ca4a8c7acbc.html,3,Geneva,New York,NY
2020-06-01,"Marquette, MI",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.miningjournal.net/news/front-page-news/2020/06/monday-protest-draws-hundreds/,1,Marquette,Michigan,MI
2020-06-01,"Williamsburg, VA",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.dailypress.com/virginiagazette/va-vg-blm-protestors-0603-20200602-o3didokuljge5jfnwkhc5sefqm-story.html,1,Williamsburg,Virginia,VA
2020-06-01,"Miami County Courthouse, Troy, OH",200.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.tdn-net.com/news/84026/troy-protest-sees-tensions-but-ends-with-peace,1,"Miami County Courthouse, Troy",Ohio,OH
2020-06-01,"Vigo County Courthouse, Terre Haute, IN",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.journalgazette.net/news/local/indiana/20200602/7-arrested-in-terre-haute-300-march-peacefully-in-carmel,3,"Vigo County Courthouse, Terre Haute",Indiana,IN
2020-06-01,"Carmel, Indianapolis, IN",300.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.journalgazette.net/news/local/indiana/20200602/7-arrested-in-terre-haute-300-march-peacefully-in-carmel,2,"Carmel, Indianapolis",Indiana,IN
2020-06-01,"Chesterfield, VA",20.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.progress-index.com/news/20200602/county-students-protest-send-message-to-state-senator,1,Chesterfield,Virginia,VA
2020-06-01,"Salinas, CA",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.thecalifornian.com/story/news/2020/06/02/california-residents-kneel-george-floyd-protests-monday/5313164002/,1,Salinas,California,CA
2020-06-01,"Yakima, WA",150.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.yakimaherald.com/news/local/dont-shoot-justice-now-yakima-marchers-protest-the-death-of-george-floyd/article_1622796e-730a-5399-a74f-8346cd2ac364.html,1,Yakima,Washington,WA
2020-06-01,"Waynesville, NC",75.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.themountaineer.com/news/black-lives-matter-demonstrators-march-in-waynesville/article_4a84c370-a48f-11ea-8149-eb5fcf134303.html,1,Waynesville,North Carolina,NC
2020-06-01,"Murray State University, Murray, KY",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.murrayledger.com/news/local/community-members-hold-protest-march-vigil/article_a39bc10e-a456-11ea-a5a0-779e6c5cc842.html,2,"Murray State University, Murray",Kentucky,KY
2020-06-01,"Westland, MI",20.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.hometownlife.com/story/news/local/westland/2020/06/01/protesters-protest-outside-westland-police-department/5313913002/,1,Westland,Michigan,MI
2020-06-01,"Longview, TX",80.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.news-journal.com/news/local/young-people-march-in-longview-to-protest-police-brutality/article_51d0f4bc-a473-11ea-b308-33e41d40fb11.html,2,Longview,Texas,TX
2020-06-01,"Pampa, FL",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,http://thepampanews.com/news/pampa-citizens-meet-peacefully-protest-police-brutality-show-support-blm-movement,1,Pampa,Florida,FL
2020-06-01,"Medford, OR",1000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.kdrv.com/content/news/Medford-Police-summarizes-Monday-protest-one-arrest-and-an-ongoing-investigation-570990951.html,3,Medford,Oregon,OR
2020-06-01,"Reidsville, NC",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.greensboro.com/rockingham_now/news/walker-arrested-after-pulling-pistol-in-squabble-near-reidsville-protest/article_b475c8cd-dbd9-5107-a699-739a72912e63.html,1,Reidsville,North Carolina,NC
2020-06-01,"Sumter, SC",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,"https://www.theitem.com/stories/sumter-walmart-closes-amid-riot-rumors-as-protesters-try-to-separate-themselves,346270",1,Sumter,South Carolina,SC
2020-06-01,"Spokane, WA",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.kxly.com/let-me-help-you-guys-help-us-how-one-protest-leader-hopes-to-see-change-happen/,1,Spokane,Washington,WA
2020-06-01,"Charleston, WV",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.wsaz.com/content/news/Police-ask-protesters-to-continue-without-laying-in-intersections-570967491.html,1,Charleston,West Virginia,WV
2020-06-01,"Newnan, GA",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://times-herald.com/news/2020/06/local-leaders-speak-at-protest,1,Newnan,Georgia,GA
2020-06-01,"Valencia, CA",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://signalscv.com/2020/06/city-responds-to-rumors-about-continuing-protests/,1,Valencia,California,CA
2020-06-01,"Grand Island, NE",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.theindependent.com/news/local/demonstrators-peacefully-protest-march-in-downtown-grand-island/article_80a13f4e-a555-11ea-aabc-77c6eacb18e5.html,1,Grand Island,Nebraska,NE
2020-06-01,"Nacogdoches, TX",8.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.ktre.com/2020/06/02/community-members-protest-police-brutality-outside-stephen-f-austin/,1,Nacogdoches,Texas,TX
2020-06-01,"Forest Grove, OR",30.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://pamplinmedia.com/fgnt/36-news/468974-379685-forest-grove-residents-rally-for-change,1,Forest Grove,Oregon,OR
2020-06-01,"Marion, IL",200.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,http://www.bentoneveningnews.com/news/20200603/i-cant-breathe-,2,Marion,Illinois,IL
2020-06-01,"Petoskey, MI",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.petoskeynews.com/featured-pnr/petoskey-protests-express-opposition-to-police-violence-racial-injustice/article_665abc1c-dd6c-59d5-aea7-50beea183176.html,2,Petoskey,Michigan,MI
2020-06-01,"Whitestone, Queens, NY",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://qns.com/story/2020/06/03/menacing-attacker-threatens-peaceful-protest-in-whitestone/,2,"Whitestone, Queens",New York,NY
2020-06-01,"Ocean Springs, MS",20.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.sunherald.com/news/local/counties/jackson-county/article243509281.html,1,Ocean Springs,Mississippi,MS
2020-06-01,"Picayune, MS",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.picayuneitem.com/2020/06/second-protest-held-in-picayune/,1,Picayune,Mississippi,MS
2020-06-01,"Alfred, NY",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.wellsvilledaily.com/news/20200603/alfred-protesters-taking-stand,1,Alfred,New York,NY
2020-06-01,"Coeur d'Alene, ID",40.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.krem.com/article/news/local/kootenai-county/coeur-dalene-protests-june-1-2020/293-f25b9ae9-8552-49b8-9dfa-c7f86a6aa943,1,Coeur d'Alene,Idaho,ID
2020-06-01,"Athens, TX",280.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.athensreview.com/news/protesters-gather-on-square-peaceful-demonstration-brings-athenians-together/article_e2a2ea98-a5c9-11ea-8043-bb03fcd5fd06.html,1,Athens,Texas,TX
2020-06-01,"Dinkytown, Minneapolis, MN",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.mndaily.com/article/2020/06/br-five-arrested-after-dinkytown-protest-monday-night,2,"Dinkytown, Minneapolis",Minnesota,MN
2020-06-01,"Roswell, NM",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.rdrnews.com/2020/06/03/no-arrests-at-monday-black-lives-matter-protest/,1,Roswell,New Mexico,NM
2020-06-01,"Roanoke, VA",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.roanoke.com/news/crime/roanoke-police-did-not-know-march-would-follow-saturdays-rally-chief-says/article_98545902-2d44-5af7-8e59-1c2b02ce9eda.html,1,Roanoke,Virginia,VA
2020-06-01,"Penn Yan, NY",20.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.fltimes.com/news/py-police-meet-with-protesters/article_aebc2e02-dbb4-569d-8632-76129b462a4d.html,1,Penn Yan,New York,NY
2020-06-01,"Greenwich, CT",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.greenwichtime.com/local/article/Indivisble-to-hold-Saturday-rally-for-15314905.php,1,Greenwich,Connecticut,CT
2020-06-01,"Whitefish, MT",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.kpax.com/news/crime-and-courts/whitefish-man-charged-after-confrontation-during-george-floyd-death-protest,1,Whitefish,Montana,MT
2020-06-01,"Cromwell, CT",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.fox61.com/article/news/local/cromwell-connecticut-protest-black-lives-matter-george-floyd/520-9b5ac82f-c7a4-4ed2-9986-a49086923e8e,1,Cromwell,Connecticut,CT
2020-06-01,"Royal Oak, MI",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.dailytribune.com/tncms/asset/editorial/7fde1418-a683-11ea-84d4-9b168fd9f4ac/,1,Royal Oak,Michigan,MI
2020-06-01,"State Capitol, Lansing, MI",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.lansingstatejournal.com/story/news/local/2020/06/03/group-gathers-downtown-lansing-protest-police-brutality/3139757001/,1,"State Capitol, Lansing",Michigan,MI
2020-06-01,"Greenville, SC",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.greenvilleonline.com/story/news/local/greenville/downtown/2020/06/04/george-floyd-john-gray-relentless-churchs-urges-unity-wake-protests-over/3140815001/,1,Greenville,South Carolina,SC
2020-06-01,"Gainesville, FL",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.timesfreepress.com/news/breakingnews/story/2020/jun/18/5-georgia-men-charged-torching-police-car-after-protest/525637/,2,Gainesville,Florida,FL
2020-06-01,"Forsyth Park, Savannah, GA",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.wsav.com/news/local-news/savannah-teen-pledges-to-march-daily-for-a-new-america/,1,"Forsyth Park, Savannah",Georgia,GA
2020-06-01,"El Paso, TX",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.news.meredithlmg.com/a-catholic-bishop-and-members-of-the-diocese-knelt-and-prayed-with-protesters-in-texas/article_37a8a87a-a6b5-11ea-a21e-831da85f5f25.html,1,El Paso,Texas,TX
2020-06-01,"Uptown, Chicago, IL",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://chicago.suntimes.com/2020/6/4/21280939/chicago-police-department-investigating-at-least-one-officer-who-covered-up-badge-during-protest,1,"Uptown, Chicago",Illinois,IL
2020-06-01,"Whiteside Park, Ely, MN",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.elyecho.com/articles/2020/06/19/july-4-march-set-ely,1,"Whiteside Park, Ely",Minnesota,MN
2020-06-01,"Sitka, AK",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.alaskapublic.org/2020/06/04/from-kotzebue-to-ketchikan-alaskans-protested-the-killing-of-george-floyd-calling-for-justice/,2,Sitka,Alaska,AK
2020-06-01,"Haines, AK",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.alaskapublic.org/2020/06/04/from-kotzebue-to-ketchikan-alaskans-protested-the-killing-of-george-floyd-calling-for-justice/,2,Haines,Alaska,AK
2020-06-01,"Ogden, UT",7.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.standard.net/news/local/george-floyds-death-spurs-some-ogden-demonstrators-to-action-mainly-sign-waving/article_8e6634f0-8f65-5f24-92b3-b5bf9064d2d4.html,1,Ogden,Utah,UT
2020-06-01,"Cardiff, Encinitas, CA",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.encinitasadvocate.com/news/story/2020-06-04/nightly-peaceful-grows-at-cardiff-kook,1,"Cardiff, Encinitas",California,CA
2020-06-02,"Franklin Park, Boston, MA",1000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://indianewengland.com/2020/06/george-floyds-death-brought-people-out-to-protest-despite-the-pandemic/,10,"Franklin Park, Boston",Massachusetts,MA
2020-06-02,"Poughkeepsie, NY",1000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.poughkeepsiejournal.com/story/news/local/2020/06/02/george-floyd-timeline-protest-poughkeepsie/3129800001/,6,Poughkeepsie,New York,NY
2020-06-02,"Redding, CA",500.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.redding.com/story/news/2020/06/03/redding-police-protest-draws-hundreds-downtown-and-city-hall/3132366001/,4,Redding,California,CA
2020-06-02,"Fort Wayne, IN",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.wane.com/news/local-news/barriers-installed-in-downtown-fort-wayne-where-protesters-gather/,2,Fort Wayne,Indiana,IN
2020-06-02,"Lynchburg, VA",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.newsadvance.com/news/local/lynchburg-protests-continue-to-grow-rallies-gather-at-monument-terrace-lu/article_3aaa56ab-1672-5f19-a06a-cbbe6cc12c05.html,6,Lynchburg,Virginia,VA
2020-06-02,"Kalamazoo, MI",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.woodtv.com/news/kzoo-and-bc/kalamazoo-issues-curfew-mi-national-guard-to-assist/,5,Kalamazoo,Michigan,MI
2020-06-02,"Paducah, KY",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.paducahsun.com/news/protestors-get-audience-with-mccracken-judge-executive/article_2d24e2ef-c916-5b47-8938-321ec64d031f.html,2,Paducah,Kentucky,KY
2020-06-02,"Ocean City, NJ",1000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.nj.com/cape-may-county/2020/06/we-support-them-cops-join-1000-peaceful-protesters-at-the-jersey-shore.html,8,Ocean City,New Jersey,NJ
2020-06-02,"Vincennes, IN",400.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.wthitv.com/content/news/Over-100-peaceful-protesters-gather-in-Vincennes-citys-mayor-and-police-chief-show-their-support-570965441.html,2,Vincennes,Indiana,IN
2020-06-02,"Lafayette Park, Washington, DC",2000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.washingtonpost.com/local/new-fencing-encircles-white-house-continued-federal-forces-on-day-5-of-dc-protests/2020/06/02/d323e112-a4e8-11ea-b473-04905b1af82b_story.html,17,"Lafayette Park, Washington",District of Columbia,DC
2020-06-02,"Houston, TX",25000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.washingtonpost.com/local/new-fencing-encircles-white-house-continued-federal-forces-on-day-5-of-dc-protests/2020/06/02/d323e112-a4e8-11ea-b473-04905b1af82b_story.html,28,Houston,Texas,TX
2020-06-02,"City Hall, Phoenix, AZ",1000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.azcentral.com/story/news/local/phoenix-breaking/2020/06/02/phoenix-arizona-police-protests-church-hosts-tuesday-capitol-march-curfew/3127993001/,8,"City Hall, Phoenix",Arizona,AZ
2020-06-02,"State Capitol, Phoenix, AZ",1000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.azcentral.com/story/news/local/phoenix-breaking/2020/06/02/phoenix-arizona-police-protests-church-hosts-tuesday-capitol-march-curfew/3127993001/,2,"State Capitol, Phoenix",Arizona,AZ
2020-06-02,"Philadelphia, PA",1000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.mic.com/p/philadelphia-finally-removed-its-statue-of-a-racist-homophobic-former-mayor-22954563,4,Philadelphia,Pennsylvania,PA
2020-06-02,"Hudson, OH",20.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://fox8.com/news/demonstrators-protest-in-hudson-call-for-justice/,1,Hudson,Ohio,OH
2020-06-02,"Cleveland, OH",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.cleveland.com/crime/2020/06/protesters-and-cleveland-officers-kneel-pray-together-during-george-floyd-demonstration-at-police-station.html,4,Cleveland,Ohio,OH
2020-06-02,"Brea, CA",300.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.ocregister.com/demonstrators-chant-carry-placards-in-downtown-brea-in-protest-of-the-killing-of-george-floyd,1,Brea,California,CA
2020-06-02,"Rancho Santa Margarita, CA",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.ocregister.com/demonstrators-chant-carry-placards-in-downtown-brea-in-protest-of-the-killing-of-george-floyd,1,Rancho Santa Margarita,California,CA
2020-06-02,"Downtown, Los Angeles, CA",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://apnews.com/9fb9d9c4a486e8e9ce03e05b5c092816,4,"Downtown, Los Angeles",California,CA
2020-06-02,"Beaumont, TX",50.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.beaumontenterprise.com/news/article/Group-gathers-for-protest-at-E-Lucas-Concord-15311922.php,2,Beaumont,Texas,TX
2020-06-02,"St. George, Baton Rouge, LA",20.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.wbrz.com/news/protesters-return-to-baton-rouge-shopping-center-tuesday-march-across-siegen-lane/,3,"St. George, Baton Rouge",Louisiana,LA
2020-06-02,"Toms River, NJ",150.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,http://newjersey.news12.com/story/42199643/toms-river-police-chief-leads-the-way-in-peaceful-protest-honoring-george-floyd,5,Toms River,New Jersey,NJ
2020-06-02,"Middletown, CT",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.ctpost.com/local/article/Protesters-stand-in-solidarity-as-CT-15312270.php,1,Middletown,Connecticut,CT
2020-06-02,"Wilton, CT",300.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.wiltonbulletin.com/news/article/Teens-sit-on-Route-7-in-Wilton-in-George-Floyd-15312369.php,5,Wilton,Connecticut,CT
2020-06-02,"Hamden, CT",50.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.nhregister.com/news/article/Hamden-Islamic-Center-calls-for-unity-in-march-15312386.php,2,Hamden,Connecticut,CT
2020-06-02,"Fairfield, CT",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.fairfieldcitizenonline.com/news/article/Hundreds-march-in-Fairfield-to-get-our-voices-15312408.php,2,Fairfield,Connecticut,CT
2020-06-02,"Washington, CT",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.ctpost.com/local/article/Protesters-stand-in-solidarity-as-CT-15312270.php,2,Washington,Connecticut,CT
2020-06-02,"Portland, OR",10000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://apnews.com/4a17b21e265257dd9ebaf09cd7272b62,25,Portland,Oregon,OR
2020-06-02,"Portland, ME",1000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.pressherald.com/2020/06/03/fights-between-protesters-and-agitators-lead-to-10-arrests-police-say/,6,Portland,Maine,ME
2020-06-02,"Locomotive Park, Kingman, AZ",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://kdminer.com/news/2020/jun/02/locomotive-park-protest-peaceful-protesters-demons/,1,"Locomotive Park, Kingman",Arizona,AZ
2020-06-02,"Norman, OK",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://oklahoman.com/gallery/6041384/george-floyd-protest-in-norman,5,Norman,Oklahoma,OK
2020-06-02,"Saginaw, MI",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.youtube.com/watch?v=iJGuYAzoB0M,2,Saginaw,Michigan,MI
2020-06-02,"St. George, Staten Island, NY",20.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.youtube.com/watch?v=B67zfGJ2BaI,2,"St. George, Staten Island",New York,NY
2020-06-02,"City Hall, Gloucester, MA",250.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.gloucestertimes.com/news/local_news/seaside-protest-mobilizes-250-protesters-march-from-boulevard-to-city-hall/article_8ecb4224-e2a5-5c9d-b2c8-aada6c2e5c6d.html,3,"City Hall, Gloucester",Massachusetts,MA
2020-06-02,"Hoover, AL",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.youtube.com/watch?v=28QVFHddf5E,1,Hoover,Alabama,AL
2020-06-02,"Central Park, Homewood, AL",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.ledger-enquirer.com/news/nation-world/national/article243228556.html,2,"Central Park, Homewood",Alabama,AL
2020-06-02,"City Hall, Seaside, CA",2000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,http://www.montereycountyweekly.com/blogs/news_blog/more-than-a-thousand-people-march-through-seaside-calling-for-justice-for-george-floyd-the/article_f8851d54-a524-11ea-8e15-2312511fa40e.html,4,"City Hall, Seaside",California,CA
2020-06-02,"Montpelier, VT",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.timesargus.com/slider/20200604-bta-floyd-protest/image_c2bff08c-3e69-5ca1-a574-daa55a579dc7.html,1,Montpelier,Vermont,VT
