Date,Location,Attendees,Event (legacy; see tags),Tags,Curated,Source,Total Articles,City,State Name,State Code
2020-05-25,"State House, Boston, MA",30.0,Racial Injustice,Civil Rights; For racial justice; Coronavirus,Yes,https://www.boston.com/news/coronavirus/2020/05/26/massachusetts-reopening-protest-boston,3,"State House, Boston",Massachusetts,MA
2020-05-29,"Charlotte, NC",250.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.wcnc.com/article/news/crime/cmpd-officers-injured-business-vandalized-and-looting-during-friday-protest/275-762f72ef-5533-4bdd-9668-92b014162ad2,29,Charlotte,North Carolina,NC
2020-05-29,"Indianapolis, IN",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.indystar.com/story/news/local/indianapolis/2020/05/30/indianapolis-protests-what-we-know-night-turned-violent/5290415002/,13,Indianapolis,Indiana,IN
2020-05-29,"Missoula, MT",200.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://helenair.com/news/local/demonstrators-gather-in-helena-to-protest-the-killing-of-george-floyd/article_c43c84f3-0710-514f-abda-ccd528c07e7c.html,4,Missoula,Montana,MT
2020-05-29,"Fort Wayne, IN",200.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.wane.com/news/local-news/fort-wayne-police-dont-anticipate-violent-protests-in-city/,10,Fort Wayne,Indiana,IN
2020-05-29,"Peninsula Park, Portland, OR",1000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.oregonlive.com/news/2020/05/portland-leaders-condemn-violence-draw-distinction-between-peaceful-protest-and-riot.html,53,"Peninsula Park, Portland",Oregon,OR
2020-05-29,"Pensacola, FL",300.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.pnj.com/story/news/2020/05/29/pensacola-florida-protest-of-george-floyd-death-gathered-graffiti-bridge/5282792002/,3,Pensacola,Florida,FL
2020-05-29,"Knoxville, TN",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.knoxnews.com/story/news/local/2020/05/30/george-floyd-protests-hundreds-march-downtown-knoxville/5288773002/,5,Knoxville,Tennessee,TN
2020-05-29,"Roundhouse, Santa Fe, NM",250.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.abqjournal.com/1461021/peaceful-protest-in-santa-fe-draws-hundreds-carrying-signs-singing-ex-the-moment-we-quit-is-the-moment-they-win-said-one-of-the-protesters.html,8,"Roundhouse, Santa Fe",New Mexico,NM
2020-05-29,"Park Central Square, Springfield, MO",200.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.news-leader.com/story/news/local/ozarks/2020/05/29/springfield-protesters-carry-signs-black-lives-matter-and-i-cant-breathe-march/5284185002/,5,"Park Central Square, Springfield",Missouri,MO
2020-05-29,"Idaho Falls, ID",70.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.eastidahonews.com/2020/05/locals-hold-rally-to-protest-the-death-of-george-floyd/,1,Idaho Falls,Idaho,ID
2020-05-29,"Omaha, NE",1000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.omaha.com/news/local/from-unrest-to-unease-nebraska-protesters-and-politicians-take-stock-of-a-historic-weekend/article_438dacc2-a97e-5473-a163-8f79b4e17c2a.html,21,Omaha,Nebraska,NE
2020-05-29,"Longview, TX",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.news-journal.com/news/local/young-people-march-in-longview-to-protest-police-brutality/article_51d0f4bc-a473-11ea-b308-33e41d40fb11.html,2,Longview,Texas,TX
2020-05-29,"Ellis Square, Savannah, GA",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.wsav.com/news/local-news/stop-killing-black-people-groups-protest-peacefully-in-savannah-brunswick/,2,"Ellis Square, Savannah",Georgia,GA
2020-05-29,"Brunswick, GA",,Racial Injustice,Civil Rights; For racial justice; For criminal justice,Yes,https://www.wsav.com/news/local-news/stop-killing-black-people-groups-protest-peacefully-in-savannah-brunswick/,1,Brunswick,Georgia,GA
2020-05-29,"Canton, OH",200.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.limaohio.com/news/412332/canton-mayor-speaks-to-protesters,11,Canton,Ohio,OH
2020-05-29,"Helena, MT",20.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://helenair.com/news/local/demonstrators-gather-in-helena-to-protest-the-killing-of-george-floyd/article_c43c84f3-0710-514f-abda-ccd528c07e7c.html,2,Helena,Montana,MT
2020-05-29,"Cincinnati, OH",200.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.whio.com/news/local/mayor-cincinnati-implements-overnight-curfew-after-fridays-protest/4PPSBUBM2NA2PKWRCO5GXBEELU/,9,Cincinnati,Ohio,OH
2020-05-29,"Capitol Hill, Seattle, WA",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.capitolhillseattle.com/2020/05/seattle-defiant-walk-of-resistance-protest-planned-over-george-floyd-killing/,23,"Capitol Hill, Seattle",Washington,WA
2020-05-29,"Wenonah Park, Bay City, MI",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.mlive.com/news/saginaw-bay-city/2020/05/bay-city-man-detained-by-police-in-detroit-says-peaceful-friday-protest-quickly-grew-violent.html,2,"Wenonah Park, Bay City",Michigan,MI
2020-05-29,"College Station, TX",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.kbtx.com/content/news/George-Floyd-peaceful-protest-forms-in-College-Station-570885181.html,1,College Station,Texas,TX
2020-05-29,"Bloomington, IL",18.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://herald-review.com/news/local/public_safety/watch-now-bloomington-normal-black-lives-matter-protest-slaying-of-george-floyd/video_b50f82cf-87a5-5b58-b69a-99d4b3c7b452.html,1,Bloomington,Illinois,IL
2020-05-29,"Oak Park, Sacramento, CA",300.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.abc10.com/article/news/local/sacramento/sacramento-officers-injured-during-protest/103-756f2473-1484-470f-8ccf-c83d419a64c8,24,"Oak Park, Sacramento",California,CA
2020-05-29,"Las Cruces, NM",20.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.lcsun-news.com/story/news/2020/05/30/las-cruces-residents-protest-george-floyd-death-racism/5285284002/,1,Las Cruces,New Mexico,NM
2020-05-29,"Albuquerque, NM",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.detroitnews.com/story/news/nation/2020/05/29/minneapolis-protests-spread-cities-across-us/111878532/,4,Albuquerque,New Mexico,NM
2020-05-29,"Baltimore, MD",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.baltimoresun.com/maryland/baltimore-city/bs-md-ci-baltimore-protest-george-floyd-20200530-bjz7m3jcdbg2vazznu7nujdqne-story.html,5,Baltimore,Maryland,MD
2020-05-29,"New Orleans, LA",50.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.tennessean.com/story/news/american-south/2020/05/30/george-floyd-protests-new-orleans-crowds-gather-solidarity-minneapolis/5284826002/,2,New Orleans,Louisiana,LA
2020-05-29,"St. Paul, MN",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.kimt.com/content/news/Minnesota-National-Guard-to-be-fully-mobilized-Walz-said-80-percent-of-rioters-not-from-MN-570892871.html,10,St. Paul,Minnesota,MN
2020-05-29,"Kalamazoo, MI",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.mlive.com/news/kalamazoo/2020/05/throngs-crowd-downtown-kalamazoo-from-days-second-protest.html,1,Kalamazoo,Michigan,MI
2020-05-29,"Hartford, CT",300.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.ctpost.com/policereports/article/George-Floyd-protest-underway-in-Bridgeport-15305439.php,6,Hartford,Connecticut,CT
2020-05-29,"Old Kane County Courthouse, Geneva, IL",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.kcchronicle.com/2020/05/29/protestors-march-down-route-38/dt3vw29/,1,"Old Kane County Courthouse, Geneva",Illinois,IL
2020-05-29,"Lincoln, NE",200.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.omaha.com/news/crime/gov-ricketts-praises-peaceful-protesters-while-denouncing-property-destruction-in-lincoln-omaha/article_16e579ae-2e97-57d3-8fc2-e2c847afb50e.html,8,Lincoln,Nebraska,NE
2020-05-29,"Rancho Cucamonga, CA",500.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.dailybulletin.com/more-than-100-protest-george-floyds-death-in-rancho-cucamonga,2,Rancho Cucamonga,California,CA
2020-05-29,"Pittsfield Township, MI",500.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.mlive.com/news/2020/05/police-brutality-protests-in-michigan-what-you-need-to-know-from-this-weekends-rallies-riots.html,2,Pittsfield Township,Michigan,MI
2020-05-29,"Continental Square, York, PA",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.yorkdispatch.com/story/news/local/pennsylvania/2020/05/30/police-riot-gear-clash-protesters-harrisburg/5294711002/,1,"Continental Square, York",Pennsylvania,PA
2020-05-29,"Sioux City, IA",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://siouxcityjournal.com/news/local/govt-and-politics/sioux-city-people-rally-for-justice-for-family-of-george-floyd-killed-in-minneapolis/article_8c9a121c-8807-57de-acb7-de1d45ad43e8.html,3,Sioux City,Iowa,IA
2020-05-29,"Riverside Park, La Crosse, WI",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://lacrossetribune.com/news/local/la-crosse-police-mayor-decry-killing-of-george-floyd-thank-local-protesters-for-civility/article_bc90b114-09ff-58a9-bc7a-9e019877aef0.html,1,"Riverside Park, La Crosse",Wisconsin,WI
2020-05-29,"Victoria, TX",20.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.victoriaadvocate.com/news/crime/victoria-residents-join-national-protest-over-death-of-george-floyd/article_d4f06086-a26f-11ea-bc0d-6b4b5a317d65.html,1,Victoria,Texas,TX
2020-05-29,"Tucson, AZ",300.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.azcentral.com/story/news/local/phoenix/2020/05/31/third-night-phoenix-protests-sparked-george-floyd-ended-damage/5297449002/,4,Tucson,Arizona,AZ
2020-05-29,"Bowling Green, KY",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.bgdailynews.com/news/truck-strikes-woman-during-protest-outside-bgpd-headquarters-driver-arrested/article_45acb924-7650-5341-b3ea-c3c7fbca0c87.html,5,Bowling Green,Kentucky,KY
2020-05-29,"Kailua-Kona, HI",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.westhawaiitoday.com/2020/05/30/hawaii-news/kona-protesters-join-blm-protests-in-response-to-floyd-murder/,1,Kailua-Kona,Hawaii,HI
2020-05-29,"Pittsburgh, PA",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://pittsburgh.cbslocal.com/2020/05/30/fbi-pittsburgh-george-floyd-protest/,1,Pittsburgh,Pennsylvania,PA
2020-05-29,"San Francisco, CA",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.latimes.com/california/story/2020-05-29/protesters-outraged-over-george-floyd-death-shut-down-101-freeway-in-san-jose,1,San Francisco,California,CA
2020-05-29,"Valencia, Santa Clarita, CA",300.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.dailynews.com/santa-clarita-protesters-urge-justice-for-george-floyd-killing,1,"Valencia, Santa Clarita",California,CA
2020-05-29,"Wausau, WI",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.wausaudailyherald.com/story/news/2020/05/29/wausau-black-lives-matter-protest-gathers-solidarity-george-floyd-black-americans-killed-police/5282667002/,3,Wausau,Wisconsin,WI
2020-05-29,"Boone County Courthouse, Columbia, MO",650.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.columbiatribune.com/news/20200529/remembering-floyd-columbia-marchers-protest-black-manrsquos-death,3,"Boone County Courthouse, Columbia",Missouri,MO
2020-05-29,"Blacksburg, VA",50.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.wdbj7.com/content/news/Blacksburg-rally-in-response-to-George-Floyds-death-570888361.html,1,Blacksburg,Virginia,VA
2020-05-29,"State Capitol, Cheyenne, WY",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://trib.com/news/local/crime-and-courts/casper-police-encourage-businesses-to-temporarily-close-wednesday-during-expected-protest/article_5c09c2ce-3251-5c67-aa40-46a1d0015533.html,1,"State Capitol, Cheyenne",Wyoming,WY
2020-05-29,"City Hall, Johnson City, TN",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.johnsoncitypress.com/law-enforcement/2020/05/29/Black-Lives-Matter-protestors-march-in-Johnson-City-for-second-straight-day.html,1,"City Hall, Johnson City",Tennessee,TN
2020-05-29,"Marquette, MI",5.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.uppermichiganssource.com/content/news/Group-gathers-in-Marquette-to-protest-the-death-of-George-Floyd--570882431.html,1,Marquette,Michigan,MI
2020-05-29,"City Hall, Redding, CA",150.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.redding.com/story/news/2020/06/01/protesters-police-join-redding-march-george-floyd/5308779002/,1,"City Hall, Redding",California,CA
2020-05-29,"Oxnard, CA",20.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://keyt.com/news/ventura-county/2020/05/29/oxnard-residents-gather-to-protest-police-brutality-following-the-death-of-george-floyd/,2,Oxnard,California,CA
2020-05-29,"Oklahoma City, OK",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://kfor.com/news/black-lives-matter-to-hold-protest-in-oklahoma-city-demanding-justice-for-george-floyd/,2,Oklahoma City,Oklahoma,OK
2020-05-29,"Civic Plaza, Elkhart, IN",200.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.wndu.com/content/news/Peaceful-rally-in-Elkhart-Friday-in-response-to-the-death-of-George-Floyd--570886741.html,4,"Civic Plaza, Elkhart",Indiana,IN
2020-05-29,"City Hall, Flagstaff, AZ",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://azdailysun.com/news/local/crime-and-courts/people-in-flagstaff-protest-death-of-george-floyd-police-brutality/article_9eeb68c1-3a6c-5e64-a72c-1ab957e1c577.html,1,"City Hall, Flagstaff",Arizona,AZ
2020-05-29,"Schaumburg, IL",130.0,Racial Injustice,Civil Rights; For racial justice; Against white supremacy; Counter protest,Yes,https://www.dailyherald.com/news/20200529/with-rallies-and-walks-suburbanites-condemn-george-floyds-death-cry-for-racial-unity,1,Schaumburg,Illinois,IL
2020-05-29,"City Hall, Plattsburgh, NY",10.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.pressrepublican.com/news/local_news/am-i-going-to-die-black-lives-matter-protest-held-in-plattsburgh/article_54a05486-27a3-5728-9c44-1138a9fb05e3.html,1,"City Hall, Plattsburgh",New York,NY
