Date,Location,Attendees,Event (legacy; see tags),Tags,Curated,Source,Total Articles,City,State Name,State Code
2020-06-12,"Legislative Plaza, Nashville, TN",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.wsmv.com/news/free-capitol-hill-rally-happening-at-legislative-plaza/article_5f9ce99c-ac8a-11ea-8e11-7f4172cadaa8.html,3,"Legislative Plaza, Nashville",Tennessee,TN
2020-06-12,"Tarrant County Courthouse, Fort Worth, TX",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.star-telegram.com/news/local/fort-worth/article243507786.html,1,"Tarrant County Courthouse, Fort Worth",Texas,TX
2020-06-12,"Public Square, Wilkes-Barre, PA",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,http://www.citizensvoice.com/crowd-gathers-in-wilkes-barre-to-protest-george-floyd-killing-1.2637846,1,"Public Square, Wilkes-Barre",Pennsylvania,PA
2020-06-12,"Londonderry, NH",300.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.wmur.com/article/hundreds-gather-at-black-lives-matter-protest-in-londonderry/32855330,2,Londonderry,New Hampshire,NH
2020-06-12,"City Hall, Kansas City, MO",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.kshb.com/news/local-news/police-memorial-peaceful-protest-make-for-emotional-friday-in-kck,1,"City Hall, Kansas City",Missouri,MO
2020-06-12,"Ashland, OH",30.0,Executive,Executive; For president,No,https://www.times-gazette.com/news/20200612/trump-rally-sparks-tension-with-black-lives-matter-protesters,2,Ashland,Ohio,OH
2020-06-12,"Ashland, OH",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.times-gazette.com/news/20200612/trump-rally-sparks-tension-with-black-lives-matter-protesters,2,Ashland,Ohio,OH
2020-06-12,"Winston-Salem, NC",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.wfmynews2.com/article/news/local/promise-to-the-people-rally/83-021ce60b-23ae-469c-8c97-3211f1590939,1,Winston-Salem,North Carolina,NC
2020-06-12,"La Jolla, San Diego, CA",200.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.10news.com/news/local-news/peaceful-march-protest-held-in-la-jolla,2,"La Jolla, San Diego",California,CA
2020-06-12,"Oklahoma City, OK",200.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://kfor.com/news/local/collegiate-freedom-and-justice-coalition-holds-anti-police-brutality-protest/,1,Oklahoma City,Oklahoma,OK
2020-06-12,"Englewood, OH",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.whio.com/home/george-floyd-hundreds-turn-out-black-lives-matter-rally-demonstration-englewood/IBAZSX2NPNE3BFTH5PGDMVXGJ4/,1,Englewood,Ohio,OH
2020-06-12,"Dolores Park, San Francisco, CA",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://missionlocal.org/2020/06/hundreds-show-up-at-dolores-park-for-womens-march-rally/,2,"Dolores Park, San Francisco",California,CA
2020-06-12,"East Meadow, NY",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.newsday.com/long-island/nassau/long-island-protests-1.45633581,4,East Meadow,New York,NY
2020-06-12,"Oyster Bay, NY",150.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.newsday.com/long-island/nassau/long-island-protests-1.45633581,1,Oyster Bay,New York,NY
2020-06-12,"Bayfront Park, Miami, FL",200.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.miamiherald.com/news/local/community/miami-dade/article243496856.html,3,"Bayfront Park, Miami",Florida,FL
2020-06-12,"St. Clair Shores, MI",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.candgnews.com/news/residents-march-in-solidarity-with-black-lives-matter-movement-117712,1,St. Clair Shores,Michigan,MI
2020-06-12,"Baltimore, MD",30.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://baltimorebrew.com/2020/06/12/emails-marches-and-a-protest-outside-a-councilmans-home-call-for-de-funding-police/,2,Baltimore,Maryland,MD
2020-06-12,"St. Louis, MO",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.stltoday.com/news/watch-now-hundreds-of-protesters-stream-down-delmar-blvd/video_9bed73d0-8a64-562a-b7da-c156f7979e2a.html,1,St. Louis,Missouri,MO
2020-06-12,"Tacoma, WA",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.thenewstribune.com/news/article243511922.html,1,Tacoma,Washington,WA
2020-06-12,"Memphis, TN",30.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.commercialappeal.com/story/news/2020/06/13/deaf-black-lives-matter-group-honors-black-deaf-sanitation-workers/3182123001/,4,Memphis,Tennessee,TN
2020-06-12,"Carbondale, IL",20.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.wpsdlocal6.com/news/carbondale-host-first-drive-by-protest-against-police-brutality/article_9eb3c228-ad15-11ea-b273-a3c5ba264ac1.html,2,Carbondale,Illinois,IL
2020-06-12,"Minneapolis, MN",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://minnesota.cbslocal.com/2020/06/12/calls-for-head-of-minneapolis-police-union-to-resign-are-getting-louder/,1,Minneapolis,Minnesota,MN
2020-06-12,"Hamburg, PA",200.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.berksmontnews.com/news/200-to-300-protesters-join-unity-march-in-hamburg/article_bee76146-ad0e-11ea-98fc-47f2dacc3ab6.html,1,Hamburg,Pennsylvania,PA
2020-06-12,"Portland, OR",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.kgw.com/article/news/local/protests/protestor-and-police-officer-reunite-after-13-years/283-7fe718af-76d3-4885-97fb-e81581313611,7,Portland,Oregon,OR
2020-06-12,"Grove, OK",150.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.tulsaworld.com/news/state-and-regional/racial-justice-proponents-police-supporters-both-protest-in-grove-on-friday-night/article_621b433e-28e1-5750-b5d9-a414b2e5efcd.html,1,Grove,Oklahoma,OK
2020-06-12,"Grove, OK",,Other,Other; For supporting police; Counter protest,No,https://www.tulsaworld.com/news/state-and-regional/racial-justice-proponents-police-supporters-both-protest-in-grove-on-friday-night/article_621b433e-28e1-5750-b5d9-a414b2e5efcd.html,1,Grove,Oklahoma,OK
2020-06-12,"Big Spring Park, Huntsville, AL",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Counter protest,Yes,https://www.al.com/news/2020/06/unity-rally-split-over-use-of-police-force-at-protests.html,1,"Big Spring Park, Huntsville",Alabama,AL
2020-06-12,"East Palo Alto, CA",250.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.almanacnews.com/news/2020/06/13/black-lives-matter-rally-targets-amazon-facebook-in-calls-for-racial-justice,2,East Palo Alto,California,CA
2020-06-12,"Kennewick, WA",50.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.tri-cityherald.com/news/local/article243492101.html,1,Kennewick,Washington,WA
2020-06-12,"San Jose, CA",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://sanfrancisco.cbslocal.com/2020/06/12/demonstrators-demanding-police-reforms-stage-sit-in-outside-sj-mayor-liccardos-home/,1,San Jose,California,CA
2020-06-12,"State Capitol, Frankfort, KY",25.0,Civil Rights,Civil Rights; For Confederate symbol,No,https://www.thetimestribune.com/news/local_news/corbin-man-organizes-rally-to-oppose-removal-of-jefferson-davis-statue/article_36108978-a72f-53ea-afb0-63537d0eb7d5.html,1,"State Capitol, Frankfort",Kentucky,KY
2020-06-12,"State Capitol, Frankfort, KY",,Civil Rights,Civil Rights; Against Confederate symbol; Counter protest,Yes,https://www.thetimestribune.com/news/local_news/corbin-man-organizes-rally-to-oppose-removal-of-jefferson-davis-statue/article_36108978-a72f-53ea-afb0-63537d0eb7d5.html,1,"State Capitol, Frankfort",Kentucky,KY
2020-06-12,"Santa Clarita, CA",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://signalscv.com/2020/06/law-enforcement-officials-protesters-alike-favor-bodycams-sheriff-supervisors-debate-reasons-for-delay/,1,Santa Clarita,California,CA
2020-06-12,"Denver, CO",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.denverpost.com/2020/06/13/denver-police-protest-beth-mccann-william-debose/,1,Denver,Colorado,CO
2020-06-12,"Quinlan, TX",15.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.heraldbanner.com/news/local_news/black-lives-matter-march-rally-met-with-confrontation-but-no-violence/article_5061bcda-ad8b-11ea-a4a7-07b40e84fd46.html,1,Quinlan,Texas,TX
2020-06-12,"Quinlan, TX",,Civil Rights,Civil Rights; For white supremacy; Counter protest,No,https://www.heraldbanner.com/news/local_news/black-lives-matter-march-rally-met-with-confrontation-but-no-violence/article_5061bcda-ad8b-11ea-a4a7-07b40e84fd46.html,1,Quinlan,Texas,TX
2020-06-12,"McKeesport, PA",,Racial Injustice,Civil Rights; For racial justice; For transgender rights,Yes,https://www.wtae.com/article/justice-for-aaliyah-denise-johnson-demonstrators-rally-in-mckeesport-on-friday/32855991,1,McKeesport,Pennsylvania,PA
2020-06-12,"Lincoln, NE",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://journalstar.com/news/local/crouch-joins-black-lives-matter-protesters-in-saturday-march/article_81aa425a-f9a0-50fe-ac45-de9feb8399f5.html,1,Lincoln,Nebraska,NE
2020-06-12,"Walhalla, SC",1.0,Racial Injustice,Civil Rights; For racial justice; Against Confederate symbol,Yes,https://www.thestate.com/news/article243514827.html,1,Walhalla,South Carolina,SC
2020-06-12,"Walhalla, SC",,Civil Rights,Civil Rights; For Confederate symbol; Counter protest,No,https://www.thestate.com/news/article243514827.html,1,Walhalla,South Carolina,SC
2020-06-12,"Washington Park, Chicago, IL",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://chicago.suntimes.com/news/2020/6/12/21289914/rally-march-civilian-control-chicago-police-washington-park,3,"Washington Park, Chicago",Illinois,IL
2020-06-12,"Norfolk, VA",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.wtkr.com/news/there-is-still-more-work-to-do-protesters-rally-by-column-where-confederate-statue-used-to-stand,2,Norfolk,Virginia,VA
2020-06-12,"Sarasota, FL",20.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.mysuncoast.com/2020/06/12/parents-explain-why-they-bring-their-children-local-protest/,1,Sarasota,Florida,FL
2020-06-12,"Virginia Beach, VA",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.wavy.com/news/local-news/norfolk/live-blog-after-removal-of-johnny-reb-protesters-spray-paint-norfolk-confederate-monument-again/,1,Virginia Beach,Virginia,VA
2020-06-12,"Woodburn, OR",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.statesmanjournal.com/story/news/2020/06/13/woodburn-residents-gather-for-black-lives-matter-protest-march-oregon/5337917002/,1,Woodburn,Oregon,OR
2020-06-12,"West Hartford, CT",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.wtnh.com/news/connecticut/hartford/senator-blumenthal-says-hes-listening-to-protesters-to-help-make-a-change-in-washington/,1,West Hartford,Connecticut,CT
2020-06-12,"Omaha, NE",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.ketv.com/article/we-can-change-the-narrative-black-men-dress-in-suits-lead-crowd-of-hundreds-in-march/32856293,1,Omaha,Nebraska,NE
2020-06-12,"Raleigh, NC",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.wwaytv3.com/2020/06/13/barricades-erected-at-state-capitol-protesters-march-through-downtown-raleigh/,1,Raleigh,North Carolina,NC
2020-06-12,"Merrimack, NH",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://manchesterinklink.com/black-lives-matters-rallies-a-show-of-unity-in-merrimack-and-londonderry/,1,Merrimack,New Hampshire,NH
2020-06-12,"St. Francisville, LA",150.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.theadvocate.com/baton_rouge/news/communities/st_francisville/article_8170a9e2-ad15-11ea-86de-4f08a0485527.html,1,St. Francisville,Louisiana,LA
2020-06-12,"Metairie, LA",20.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.wdsu.com/article/local-teen-organizes-peaceful-protest-in-jefferson-parish/32856394,1,Metairie,Louisiana,LA
2020-06-12,"Wallingford, CT",200.0,Racial Injustice,Civil Rights; Legislative; For racial justice; Against congressional representative,Yes,https://www.myrecordjournal.com/News/Wallingford/Wallingford-News/Rally-calls-for-state-rep’s-resignation-in-Wallingford.html,1,Wallingford,Connecticut,CT
2020-06-12,"South Brunswick High School, Monmouth Junction, NJ",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.nydailynews.com/news/national/ny-deer-protest-20200614-prugk5yuzbemvbaqgjzaxinhta-story.html,2,"South Brunswick High School, Monmouth Junction",New Jersey,NJ
2020-06-12,"Iowa City, IA",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://littlevillagemag.com/iowa-freedom-riders-pauline-taylor-police-abolition/,1,Iowa City,Iowa,IA
2020-06-12,"Lexington, KY",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.wtvq.com/2020/06/15/fight-breaks-sunday-night-lexington-protest-outside-paddock-bar/,1,Lexington,Kentucky,KY
2020-06-12,"Yamhill County Courthouse, McMinnville, OR",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://newsregister.com/article?articleTitle=black-lives-matter-march-in-mac-draws-legal-community--1592323307--37411--news,1,"Yamhill County Courthouse, McMinnville",Oregon,OR
2020-06-12,"Richmond, VA",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.richmond.com/news/local/crime/attorneys-weigh-in-on-legality-of-richmond-police-officer-driving-through-protesters/article_dca22ade-ca21-543c-90a2-d57aa7acb351.html,1,Richmond,Virginia,VA
2020-06-12,"New Orleans, LA",100.0,Collective Bargaining,Collective Bargaining; For better compensation; Against hazardous conditions; Coronavirus,Yes,https://www.nola.com/news/politics/article_6658485a-b048-11ea-89b4-b7595ed6360e.html,1,New Orleans,Louisiana,LA
2020-06-12,"Kasson, MN",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.kimt.com/content/news/Peaceful-protest-results-in-apology-from-community-member-after-dispute-571309781.html,2,Kasson,Minnesota,MN
2020-06-12,"Kasson, MN",1.0,Civil Rights,Civil Rights; For white supremacy; Counter protest,No,https://www.kimt.com/content/news/Peaceful-protest-results-in-apology-from-community-member-after-dispute-571309781.html,2,Kasson,Minnesota,MN
2020-06-12,"Laguna Woods, CA",20.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.latimes.com/california/story/2020-06-17/coronavrius-george-floyd-protest-seniors-black-lives-matter,1,Laguna Woods,California,CA
2020-06-12,"Detroit, MI",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.detroitnews.com/story/news/local/detroit-city/2020/06/17/george-floyd-protesters-march-20th-day-detroit/3210820001/,1,Detroit,Michigan,MI
2020-06-12,"Charles H. Wilson Park, Torrance, CA",100.0,Racial Injustice,Civil Rights; For racial justice,Yes,https://ktla.com/news/local-news/prosecutors-considering-charges-against-woman-whose-racist-rants-at-torrance-park-sparked-protest/,1,"Charles H. Wilson Park, Torrance",California,CA
2020-06-13,"Miantonomi Park, Newport, RI",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.wpri.com/news/local-news/east-bay/several-peaceful-protest-planned-for-saturday-in-ri-southeastern-mass/,4,"Miantonomi Park, Newport",Rhode Island,RI
2020-06-13,"Franklinville, NJ",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.fox29.com/news/new-jersey-community-holds-second-protest-after-first-ended-in-racialized-national-tension,2,Franklinville,New Jersey,NJ
2020-06-13,"Lake Mills, WI",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.hngnews.com/lake_mills_leader/collection_3f28859e-3bf0-5043-b4f6-dec99d4e2617.html,2,Lake Mills,Wisconsin,WI
2020-06-13,"Civic Space Park, Phoenix, AZ",1000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.azcentral.com/story/news/local/phoenix/2020/06/14/phoenix-protesters-speak-against-racism-injustice-and-police-brutality/3186093001/,3,"Civic Space Park, Phoenix",Arizona,AZ
2020-06-13,"Gilbert, AZ",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.azcentral.com/story/news/local/phoenix/2020/06/14/phoenix-protesters-speak-against-racism-injustice-and-police-brutality/3186093001/,2,Gilbert,Arizona,AZ
2020-06-13,"Goodyear, AZ",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.azcentral.com/story/news/local/phoenix/2020/06/14/phoenix-protesters-speak-against-racism-injustice-and-police-brutality/3186093001/,2,Goodyear,Arizona,AZ
2020-06-13,"Lodi, CA",20.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.lodinews.com/news/article_9eb1db12-af94-11ea-ab9c-ff7168d18ecf.html,2,Lodi,California,CA
2020-06-13,"Tampa, FL",,Other,Other; For supporting police,No,https://www.tampabay.com/news/2020/06/13/tense-moments-at-back-the-blue-rally-as-cop-supporters-protesters-come-together-in-tampa/,3,Tampa,Florida,FL
2020-06-13,"Dublin, NH",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.ledgertranscript.com/PHOTOS-Locals-gather-in-Dublin-to-honor-George-Floyd-Black-Lives-Matter-34756044,1,Dublin,New Hampshire,NH
2020-06-13,"Legislative Plaza, Nashville, TN",1000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.tennessean.com/story/news/2020/06/13/protests-against-racism-police-brutality-continue-saturday-nashville/3182765001/,3,"Legislative Plaza, Nashville",Tennessee,TN
2020-06-13,"Lincoln, NE",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://journalstar.com/news/local/crouch-joins-black-lives-matter-protesters-in-saturday-march/article_81aa425a-f9a0-50fe-ac45-de9feb8399f5.html,2,Lincoln,Nebraska,NE
2020-06-13,"Clemson, SC",3000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.greenvilleonline.com/story/news/2020/06/13/clemson-university-football-players-lead-demonstration-change-building-names-confederate/3182532001/,2,Clemson,South Carolina,SC
2020-06-13,"Highland Falls, NY",300.0,Executive,Executive; Against president,Yes,https://www.lohud.com/story/news/2020/06/13/donald-trumps-west-point-graduation-speech-draws-protest/3183680001/,2,Highland Falls,New York,NY
2020-06-13,"Rosa Parks Circle, Grand Rapids, MI",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.youtube.com/watch?v=K1w29Uht2EA,1,"Rosa Parks Circle, Grand Rapids",Michigan,MI
2020-06-13,"Mascoutah, IL",200.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.bnd.com/news/local/article243486451.html,3,Mascoutah,Illinois,IL
2020-06-13,"Monroe County Courthouse, Waterloo, IL",300.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.bnd.com/news/local/article243486451.html,1,"Monroe County Courthouse, Waterloo",Illinois,IL
2020-06-13,"Freeburg, IL",40.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.bnd.com/news/local/article243486451.html,1,Freeburg,Illinois,IL
2020-06-13,"Duval County Courthouse, Jacksonville, FL",200.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.firstcoastnews.com/article/news/local/hundreds-gather-downtown-jacksonville-to-protest-against-police-crimes-racism/77-d3be39dd-8332-493a-a5c7-5b3fa08587e8,2,"Duval County Courthouse, Jacksonville",Florida,FL
2020-06-13,"South Bend, IN",100.0,Other,Other; Against closure/relocation; For local services,No,https://www.southbendtribune.com/news/local/supporters-rally-to-save-shuttered-south-bend-ymca/article_aac06b38-ad98-11ea-8804-7b0a94b1764a.html,1,South Bend,Indiana,IN
2020-06-13,"Springfield, MA",20.0,Other,Other; Against violence,No,https://www.wwlp.com/news/local-news/hampden-county/new-north-citizens-council-hold-good-vibes-pace-drive-amid-recent-gun-violence/,1,Springfield,Massachusetts,MA
2020-06-13,"Kerrville, TX",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://dailytimes.com/multimedia/collection_2f6e3474-ada7-11ea-81ab-13dace8556fe.html,1,Kerrville,Texas,TX
2020-06-13,"Kerrville, TX",,Other,Other; For supporting police,No,https://dailytimes.com/multimedia/collection_2f6e3474-ada7-11ea-81ab-13dace8556fe.html,1,Kerrville,Texas,TX
2020-06-13,"Beavercreek, OH",200.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.wdtn.com/news/local-news/justice-for-all-peaceful-protest-march-june-13/,1,Beavercreek,Ohio,OH
2020-06-13,"Lumbrook Park, Newark, NJ",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.newarkpostonline.com/news/newark-march-calls-for-end-to-police-brutality/collection_5d4fb830-3060-5b8a-815b-53d3b2925b42.html,1,"Lumbrook Park, Newark",New Jersey,NJ
2020-06-13,"Round Rock, TX",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.kvue.com/article/news/politics/vote-texas/round-rock-protesters-register-vote/269-bb0512b4-9fbb-4bd4-9190-210e9a5dc5d6,1,Round Rock,Texas,TX
2020-06-13,"Constitutional Park, Waynesboro, VA",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.whsv.com/content/news/Waynesboro-citizens-and-police-come-together-for-unity-rally-571241941.html,2,"Constitutional Park, Waynesboro",Virginia,VA
2020-06-13,"Overton Park, Memphis, TN",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.commercialappeal.com/story/news/2020/06/14/memphis-athletes-lead-unity-walk-against-racism-injustice/3186805001/,2,"Overton Park, Memphis",Tennessee,TN
2020-06-13,"Boise, ID",50.0,Other,Other; For supporting police,No,https://www.idahopress.com/news/maga-girl-demonstrators-counterprotesters-gather-near-boise-police-station/article_25f60c5d-9bff-5d5d-a683-d1d9ad8d0e94.html,1,Boise,Idaho,ID
2020-06-13,"Boise, ID",3.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Counter protest; Police,Yes,https://www.idahopress.com/news/maga-girl-demonstrators-counterprotesters-gather-near-boise-police-station/article_25f60c5d-9bff-5d5d-a683-d1d9ad8d0e94.html,1,Boise,Idaho,ID
2020-06-13,"Cohoes, NY",400.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.timesunion.com/news/article/Hundreds-march-for-black-lives-in-Cohoes-15338444.php,1,Cohoes,New York,NY
2020-06-13,"Kennewick, WA",1000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.tri-cityherald.com/news/local/article243492101.html,1,Kennewick,Washington,WA
2020-06-13,"Akron, OH",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.beaconjournal.com/news/20200613/peaceful-protest-attracts-assortment-of-people-seeking-equality-for-all,1,Akron,Ohio,OH
2020-06-13,"San Jose, CA",200.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.timesheraldonline.com/protesters-call-for-end-to-systemic-racism-in-policing-housing-education-and-more,4,San Jose,California,CA
2020-06-13,"San Francisco, CA",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.timesheraldonline.com/protesters-call-for-end-to-systemic-racism-in-policing-housing-education-and-more,3,San Francisco,California,CA
2020-06-13,"Rockridge, Oakland, CA",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.timesheraldonline.com/protesters-call-for-end-to-systemic-racism-in-policing-housing-education-and-more,3,"Rockridge, Oakland",California,CA
2020-06-13,"New Orleans, LA",200.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.nola.com/news/crime_police/article_f3132588-adc5-11ea-9d07-33279ea39f38.html,2,New Orleans,Louisiana,LA
2020-06-13,"Palmdale, CA",100.0,Racial Injustice,Civil Rights; For racial justice; For continued investigation,Yes,https://www.desertsun.com/story/news/2020/06/13/police-investigate-hanging-death-black-man-palmdale-california/3183842001/,1,Palmdale,California,CA
2020-06-13,"Atlanta, GA",20.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.reuters.com/article/us-minneapolis-police-atlanta-idUSKBN23K0RI,3,Atlanta,Georgia,GA
2020-06-13,"City Hall, North Charleston, SC",50.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.postandcourier.com/news/north-charleston-protesters-decry-2003-killing-of-armed-mentally-ill-alleged-shoplifter/article_8ce48b1e-acec-11ea-bfeb-afa163f57f0f.html,1,"City Hall, North Charleston",South Carolina,SC
2020-06-13,"State Capitol, Columbia, SC",200.0,Racial Injustice,Civil Rights; Education; For racial justice,Yes,https://www.wistv.com/2020/06/13/sc-teachers-join-protest-support-black-lives-matter/,2,"State Capitol, Columbia",South Carolina,SC
2020-06-13,"State Capitol, Montgomery, AL",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.montgomeryadvertiser.com/story/news/2020/06/13/hundreds-take-knee-montgomery-black-lives-matter-rally-pray-future/5341955002/,2,"State Capitol, Montgomery",Alabama,AL
2020-06-13,"Boston, MA",1000.0,Racial Injustice,Civil Rights; For racial justice; For transgender rights,Yes,https://www.wcvb.com/article/thousands-march-in-boston-for-transgender-racial-equality-june-13-2020/32859362,1,Boston,Massachusetts,MA
2020-06-13,"Vallejo, CA",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://abc7news.com/sean-monterrosa-vallejo-man-shot-police-shooting/6246598/,1,Vallejo,California,CA
2020-06-13,"Richmond, VA",1000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.nbc12.com/2020/06/13/hundreds-protesters-attend-march-downtown-richmond/,7,Richmond,Virginia,VA
2020-06-13,"Naples, FL",100.0,Racial Injustice,Civil Rights; For racial justice; Against business,Yes,https://www.naplesnews.com/story/news/local/2020/06/13/two-protests-black-lives-matter-oakes-farms-seed-table-market/3174827001/,2,Naples,Florida,FL
2020-06-13,"Naples, FL",,Civil Rights,Civil Rights; For white supremacy; Counter protest,No,https://www.naplesnews.com/story/news/local/2020/06/13/two-protests-black-lives-matter-oakes-farms-seed-table-market/3174827001/,2,Naples,Florida,FL
2020-06-13,"St. Petersburg, FL",2000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.tampabay.com/news/2020/06/13/tense-moments-at-back-the-blue-rally-as-cop-supporters-protesters-come-together-in-tampa/,1,St. Petersburg,Florida,FL
