"","State","Filed.week.ended","Initial.Claims","Reflecting.Week.Ended","Continued.Claims","Covered.Employment","Insured.Unemployment.Rate"
"393","Colorado",2019-03-30,1483,2019-03-23,20354,2588607,0.79
"394","Colorado",2019-04-06,1903,2019-03-30,20735,2588607,0.8
"395","Colorado",2019-04-13,2037,2019-04-06,18236,2605045,0.7
"396","Colorado",2019-04-20,1989,2019-04-13,19035,2605045,0.73
"397","Colorado",2019-04-27,1945,2019-04-20,18239,2605045,0.7
"398","Colorado",2019-05-04,1813,2019-04-27,18717,2605045,0.72
"399","Colorado",2019-05-11,1765,2019-05-04,18094,2605045,0.69
"400","Colorado",2019-05-18,1617,2019-05-11,18533,2605045,0.71
"401","Colorado",2019-05-25,1880,2019-05-18,18166,2605045,0.7
"402","Colorado",2019-06-01,1613,2019-05-25,17684,2605045,0.68
"403","Colorado",2019-06-08,1978,2019-06-01,18061,2605045,0.69
"404","Colorado",2019-06-15,1517,2019-06-08,17158,2605045,0.66
"405","Colorado",2019-06-22,1537,2019-06-15,18078,2605045,0.69
"406","Colorado",2019-06-29,1355,2019-06-22,16960,2605045,0.65
"407","Colorado",2019-07-06,1450,2019-06-29,17305,2605045,0.66
"408","Colorado",2019-07-13,1809,2019-07-06,16974,2620560,0.65
"409","Colorado",2019-07-20,1506,2019-07-13,17249,2620560,0.66
"410","Colorado",2019-07-27,1460,2019-07-20,16994,2620560,0.65
"411","Colorado",2019-08-03,1512,2019-07-27,17233,2620560,0.66
"412","Colorado",2019-08-10,1542,2019-08-03,16862,2620560,0.64
"413","Colorado",2019-08-17,1471,2019-08-10,16765,2620560,0.64
"414","Colorado",2019-08-24,1486,2019-08-17,16298,2620560,0.62
"415","Colorado",2019-08-31,1510,2019-08-24,15947,2620560,0.61
"416","Colorado",2019-09-07,1465,2019-08-31,15460,2620560,0.59
"417","Colorado",2019-09-14,1467,2019-09-07,15597,2620560,0.6
"418","Colorado",2019-09-21,1418,2019-09-14,15379,2620560,0.59
"419","Colorado",2019-09-28,1429,2019-09-21,15283,2620560,0.58
"420","Colorado",2019-10-05,1967,2019-09-28,15426,2620560,0.59
"421","Colorado",2019-10-12,2002,2019-10-05,14966,2635231,0.57
"422","Colorado",2019-10-19,1879,2019-10-12,15647,2635231,0.59
"423","Colorado",2019-10-26,1849,2019-10-19,16182,2635231,0.61
"424","Colorado",2019-11-02,3112,2019-10-26,16374,2635231,0.62
"425","Colorado",2019-11-09,2318,2019-11-02,16845,2635231,0.64
"426","Colorado",2019-11-16,2141,2019-11-09,17887,2635231,0.68
"427","Colorado",2019-11-23,2302,2019-11-16,17971,2635231,0.68
"428","Colorado",2019-11-30,1910,2019-11-23,17224,2635231,0.65
"429","Colorado",2019-12-07,3162,2019-11-30,19664,2635231,0.75
"430","Colorado",2019-12-14,2279,2019-12-07,19433,2635231,0.74
"431","Colorado",2019-12-21,2360,2019-12-14,19837,2635231,0.75
"432","Colorado",2019-12-28,1723,2019-12-21,18779,2635231,0.71
"433","Colorado",2020-01-04,2431,2019-12-28,21391,2635231,0.81
"434","Colorado",2020-01-11,3001,2020-01-04,21492,2650335,0.81
"435","Colorado",2020-01-18,2522,2020-01-11,21104,2650335,0.8
"436","Colorado",2020-01-25,2164,2020-01-18,22738,2650335,0.86
"437","Colorado",2020-02-01,2049,2020-01-25,21560,2650335,0.81
"438","Colorado",2020-02-08,2482,2020-02-01,22881,2650335,0.86
"439","Colorado",2020-02-15,2209,2020-02-08,22076,2650335,0.83
"440","Colorado",2020-02-22,1862,2020-02-15,23694,2650335,0.89
"441","Colorado",2020-02-29,1681,2020-02-22,22409,2650335,0.85
"442","Colorado",2020-03-07,1865,2020-02-29,22908,2650335,0.86
"443","Colorado",2020-03-14,2321,2020-03-07,21260,2650335,0.8
"444","Colorado",2020-03-21,19774,2020-03-14,21309,2650335,0.8
"445","Colorado",2020-03-28,61838,2020-03-21,21956,2650335,0.83
"446","Colorado",2020-04-04,46326,2020-03-28,73584,2650335,2.78
"447","Colorado",2020-04-11,104572,2020-04-04,166593,2666358,6.25
"448","Colorado",2020-04-18,67639,2020-04-11,171434,2666358,6.43
"449","Colorado",2020-04-25,38662,2020-04-18,228713,2666358,8.58
"450","Colorado",2020-05-02,28360,2020-04-25,228683,2666358,8.58
"451","Colorado",2020-05-09,22732,2020-05-02,261951,2666358,9.82
"452","Colorado",2020-05-16,18054,2020-05-09,246507,2666358,9.25
"453","Colorado",2020-05-23,15719,2020-05-16,265499,2666358,9.96
"454","Colorado",2020-05-30,12519,2020-05-23,244600,2666358,9.17
"455","Colorado",2020-06-06,13098,2020-05-30,263810,2666358,9.89
"456","Colorado",2020-06-13,10382,2020-06-06,242785,2666358,9.11
"457","Connecticut",2019-01-05,8684,2018-12-29,47573,1651735,2.88
"458","Connecticut",2019-01-12,5598,2019-01-05,43943,1652078,2.66
"459","Connecticut",2019-01-19,3652,2019-01-12,41626,1652078,2.52
"460","Connecticut",2019-01-26,3140,2019-01-19,41248,1652078,2.5
"461","Connecticut",2019-02-02,2906,2019-01-26,41734,1652078,2.53
"462","Connecticut",2019-02-09,2918,2019-02-02,41616,1652078,2.52
"463","Connecticut",2019-02-16,2296,2019-02-09,40134,1652078,2.43
"464","Connecticut",2019-02-23,3239,2019-02-16,42137,1652078,2.55
"465","Connecticut",2019-03-02,2487,2019-02-23,42912,1652078,2.6
"466","Connecticut",2019-03-09,2703,2019-03-02,41203,1652078,2.49
"467","Connecticut",2019-03-16,2821,2019-03-09,41068,1652078,2.49
"468","Connecticut",2019-03-23,2508,2019-03-16,41127,1652078,2.49
"469","Connecticut",2019-03-30,1962,2019-03-23,39190,1652078,2.37
"470","Connecticut",2019-04-06,2329,2019-03-30,36092,1652078,2.18
"471","Connecticut",2019-04-13,3454,2019-04-06,33500,1653688,2.03
"472","Connecticut",2019-04-20,7462,2019-04-13,34116,1653688,2.06
"473","Connecticut",2019-04-27,5685,2019-04-20,39410,1653688,2.38
"474","Connecticut",2019-05-04,2477,2019-04-27,30858,1653688,1.87
"475","Connecticut",2019-05-11,2150,2019-05-04,28954,1653688,1.75
"476","Connecticut",2019-05-18,2582,2019-05-11,28585,1653688,1.73
"477","Connecticut",2019-05-25,2692,2019-05-18,28460,1653688,1.72
"478","Connecticut",2019-06-01,2124,2019-05-25,28471,1653688,1.72
"479","Connecticut",2019-06-08,2517,2019-06-01,28844,1653688,1.74
"480","Connecticut",2019-06-15,3080,2019-06-08,28474,1653688,1.72
"481","Connecticut",2019-06-22,6799,2019-06-15,29791,1653688,1.8
"482","Connecticut",2019-06-29,5107,2019-06-22,35091,1653688,2.12
"483","Connecticut",2019-07-06,3551,2019-06-29,35681,1653688,2.16
"484","Connecticut",2019-07-13,3255,2019-07-06,36920,1655693,2.23
"485","Connecticut",2019-07-20,2603,2019-07-13,35937,1655693,2.17
"486","Connecticut",2019-07-27,2189,2019-07-20,35703,1655693,2.16
"487","Connecticut",2019-08-03,2662,2019-07-27,35284,1655693,2.13
"488","Connecticut",2019-08-10,3063,2019-08-03,35413,1655693,2.14
"489","Connecticut",2019-08-17,2712,2019-08-10,36063,1655693,2.18
"490","Connecticut",2019-08-24,2523,2019-08-17,36200,1655693,2.19
"491","Connecticut",2019-08-31,2206,2019-08-24,35463,1655693,2.14
"492","Connecticut",2019-09-07,2147,2019-08-31,30219,1655693,1.83
"493","Connecticut",2019-09-14,2497,2019-09-07,26822,1655693,1.62
"494","Connecticut",2019-09-21,2248,2019-09-14,26123,1655693,1.58
"495","Connecticut",2019-09-28,2030,2019-09-21,25657,1655693,1.55
"496","Connecticut",2019-10-05,2308,2019-09-28,25387,1655693,1.53
"497","Connecticut",2019-10-12,2531,2019-10-05,25169,1655540,1.52
"498","Connecticut",2019-10-19,2237,2019-10-12,25285,1655540,1.53
"499","Connecticut",2019-10-26,2285,2019-10-19,25664,1655540,1.55
"500","Connecticut",2019-11-02,2524,2019-10-26,25411,1655540,1.53
"501","Connecticut",2019-11-09,2859,2019-11-02,25872,1655540,1.56
"502","Connecticut",2019-11-16,2630,2019-11-09,26231,1655540,1.58
"503","Connecticut",2019-11-23,3152,2019-11-16,27060,1655540,1.63
"504","Connecticut",2019-11-30,3469,2019-11-23,27542,1655540,1.66
"505","Connecticut",2019-12-07,4291,2019-11-30,30183,1655540,1.82
"506","Connecticut",2019-12-14,4343,2019-12-07,31040,1655540,1.87
"507","Connecticut",2019-12-21,5058,2019-12-14,33146,1655540,2
"508","Connecticut",2019-12-28,4684,2019-12-21,36677,1655540,2.22
"509","Connecticut",2020-01-04,7852,2019-12-28,46562,1655540,2.81
"510","Connecticut",2020-01-11,5986,2020-01-04,47540,1654391,2.87
"511","Connecticut",2020-01-18,3776,2020-01-11,42483,1654391,2.57
"512","Connecticut",2020-01-25,2949,2020-01-18,41760,1654391,2.52
"513","Connecticut",2020-02-01,2994,2020-01-25,41725,1654391,2.52
"514","Connecticut",2020-02-08,2944,2020-02-01,41633,1654391,2.52
"515","Connecticut",2020-02-15,2520,2020-02-08,39384,1654391,2.38
"516","Connecticut",2020-02-22,2435,2020-02-15,41691,1654391,2.52
"517","Connecticut",2020-02-29,2843,2020-02-22,42168,1654391,2.55
"518","Connecticut",2020-03-07,2527,2020-02-29,40638,1654391,2.46
"519","Connecticut",2020-03-14,3440,2020-03-07,39786,1654391,2.4
"520","Connecticut",2020-03-21,25100,2020-03-14,44194,1654391,2.67
"521","Connecticut",2020-03-28,33227,2020-03-21,80861,1654391,4.89
"522","Connecticut",2020-04-04,33464,2020-03-28,147939,1654391,8.94
"523","Connecticut",2020-04-11,34050,2020-04-04,189196,1653302,11.44
"524","Connecticut",2020-04-18,102808,2020-04-11,306047,1653302,18.51
"525","Connecticut",2020-04-25,33041,2020-04-18,309111,1653302,18.7
"526","Connecticut",2020-05-02,36138,2020-04-25,297549,1653302,18
"527","Connecticut",2020-05-09,30046,2020-05-02,319529,1653302,19.33
"528","Connecticut",2020-05-16,25960,2020-05-09,297088,1653302,17.97
"529","Connecticut",2020-05-23,16603,2020-05-16,272695,1653302,16.49
"530","Connecticut",2020-05-30,14208,2020-05-23,248663,1653302,15.04
"531","Connecticut",2020-06-06,15366,2020-05-30,269117,1653302,16.28
"532","Connecticut",2020-06-13,11852,2020-06-06,260518,1653302,15.76
"533","Delaware",2019-01-05,991,2018-12-29,7142,436213,1.64
"534","Delaware",2019-01-12,1064,2019-01-05,6507,437143,1.49
"535","Delaware",2019-01-19,891,2019-01-12,6114,437143,1.4
"536","Delaware",2019-01-26,677,2019-01-19,6209,437143,1.42
"537","Delaware",2019-02-02,728,2019-01-26,7157,437143,1.64
"538","Delaware",2019-02-09,584,2019-02-02,6430,437143,1.47
"539","Delaware",2019-02-16,544,2019-02-09,6278,437143,1.44
"540","Delaware",2019-02-23,494,2019-02-16,6232,437143,1.43
"541","Delaware",2019-03-02,521,2019-02-23,7259,437143,1.66
"542","Delaware",2019-03-09,513,2019-03-02,5961,437143,1.36
"543","Delaware",2019-03-16,460,2019-03-09,5735,437143,1.31
"544","Delaware",2019-03-23,460,2019-03-16,5403,437143,1.24
"545","Delaware",2019-03-30,425,2019-03-23,5949,437143,1.36
"546","Delaware",2019-04-06,470,2019-03-30,4815,437143,1.1
"547","Delaware",2019-04-13,482,2019-04-06,4520,438948,1.03
"548","Delaware",2019-04-20,353,2019-04-13,4270,438948,0.97
"549","Delaware",2019-04-27,1135,2019-04-20,4120,438948,0.94
"550","Delaware",2019-05-04,489,2019-04-27,5327,438948,1.21
"551","Delaware",2019-05-11,566,2019-05-04,3832,438948,0.87
"552","Delaware",2019-05-18,427,2019-05-11,3873,438948,0.88
"553","Delaware",2019-05-25,397,2019-05-18,3849,438948,0.88
"554","Delaware",2019-06-01,390,2019-05-25,4491,438948,1.02
"555","Delaware",2019-06-08,670,2019-06-01,3816,438948,0.87
"556","Delaware",2019-06-15,1112,2019-06-08,3991,438948,0.91
"557","Delaware",2019-06-22,886,2019-06-15,4714,438948,1.07
"558","Delaware",2019-06-29,650,2019-06-22,5647,438948,1.29
"559","Delaware",2019-07-06,529,2019-06-29,4973,438948,1.13
"560","Delaware",2019-07-13,665,2019-07-06,5213,440192,1.18
"561","Delaware",2019-07-20,532,2019-07-13,5260,440192,1.19
"562","Delaware",2019-07-27,491,2019-07-20,5224,440192,1.19
"563","Delaware",2019-08-03,459,2019-07-27,5595,440192,1.27
"564","Delaware",2019-08-10,481,2019-08-03,5253,440192,1.19
"565","Delaware",2019-08-17,467,2019-08-10,5272,440192,1.2
"566","Delaware",2019-08-24,435,2019-08-17,5239,440192,1.19
"567","Delaware",2019-08-31,445,2019-08-24,5640,440192,1.28
"568","Delaware",2019-09-07,427,2019-08-31,4271,440192,0.97
"569","Delaware",2019-09-14,460,2019-09-07,3834,440192,0.87
"570","Delaware",2019-09-21,438,2019-09-14,3734,440192,0.85
"571","Delaware",2019-09-28,491,2019-09-21,3714,440192,0.84
"572","Delaware",2019-10-05,460,2019-09-28,3991,440192,0.91
"573","Delaware",2019-10-12,550,2019-10-05,3724,441663,0.84
"574","Delaware",2019-10-19,525,2019-10-12,3783,441663,0.86
"575","Delaware",2019-10-26,567,2019-10-19,3911,441663,0.89
"576","Delaware",2019-11-02,560,2019-10-26,4269,441663,0.97
"577","Delaware",2019-11-09,627,2019-11-02,4081,441663,0.92
"578","Delaware",2019-11-16,612,2019-11-09,4096,441663,0.93
"579","Delaware",2019-11-23,594,2019-11-16,4362,441663,0.99
"580","Delaware",2019-11-30,673,2019-11-23,4790,441663,1.08
"581","Delaware",2019-12-07,1099,2019-11-30,5148,441663,1.17
"582","Delaware",2019-12-14,765,2019-12-07,4549,441663,1.03
"583","Delaware",2019-12-21,902,2019-12-14,4836,441663,1.09
"584","Delaware",2019-12-28,1439,2019-12-21,4956,441663,1.12
"585","Delaware",2020-01-04,875,2019-12-28,6881,441663,1.56
"586","Delaware",2020-01-11,1107,2020-01-04,7083,443288,1.6
"587","Delaware",2020-01-18,830,2020-01-11,5967,443288,1.35
"588","Delaware",2020-01-25,674,2020-01-18,5703,443288,1.29
"589","Delaware",2020-02-01,622,2020-01-25,6830,443288,1.54
"590","Delaware",2020-02-08,608,2020-02-01,5888,443288,1.33
"591","Delaware",2020-02-15,610,2020-02-08,5917,443288,1.33
"592","Delaware",2020-02-22,632,2020-02-15,5921,443288,1.34
"593","Delaware",2020-02-29,524,2020-02-22,6742,443288,1.52
"594","Delaware",2020-03-07,518,2020-02-29,5480,443288,1.24
"595","Delaware",2020-03-14,472,2020-03-07,5310,443288,1.2
"596","Delaware",2020-03-21,10776,2020-03-14,5297,443288,1.19
"597","Delaware",2020-03-28,19137,2020-03-21,11506,443288,2.6
"598","Delaware",2020-04-04,18851,2020-03-28,19442,443288,4.39
"599","Delaware",2020-04-11,13258,2020-04-04,29577,445741,6.64
"600","Delaware",2020-04-18,9446,2020-04-11,38451,445741,8.63
"601","Delaware",2020-04-25,7947,2020-04-18,44977,445741,10.09
"602","Delaware",2020-05-02,6297,2020-04-25,52501,445741,11.78
"603","Delaware",2020-05-09,5197,2020-05-02,50205,445741,11.26
"604","Delaware",2020-05-16,5554,2020-05-09,51010,445741,11.44
"605","Delaware",2020-05-23,4651,2020-05-16,50780,445741,11.39
"606","Delaware",2020-05-30,3052,2020-05-23,55172,445741,12.38
"607","Delaware",2020-06-06,3037,2020-05-30,49659,445741,11.14
"608","Delaware",2020-06-13,2516,2020-06-06,47115,445741,10.57
"609","District of Columbia",2019-01-05,1190,2018-12-29,8150,567976,1.43
"610","District of Columbia",2019-01-12,1964,2019-01-05,8619,570675,1.51
"611","District of Columbia",2019-01-19,1193,2019-01-12,9764,570675,1.71
"612","District of Columbia",2019-01-26,904,2019-01-19,10057,570675,1.76
"613","District of Columbia",2019-02-02,597,2019-01-26,9836,570675,1.72
"614","District of Columbia",2019-02-09,509,2019-02-02,8650,570675,1.52
"615","District of Columbia",2019-02-16,436,2019-02-09,8126,570675,1.42
"616","District of Columbia",2019-02-23,376,2019-02-16,7816,570675,1.37
"617","District of Columbia",2019-03-02,399,2019-02-23,7778,570675,1.36
"618","District of Columbia",2019-03-09,406,2019-03-02,7429,570675,1.3
"619","District of Columbia",2019-03-16,430,2019-03-09,7259,570675,1.27
"620","District of Columbia",2019-03-23,388,2019-03-16,7237,570675,1.27
"621","District of Columbia",2019-03-30,379,2019-03-23,7017,570675,1.23
"622","District of Columbia",2019-04-06,439,2019-03-30,6753,570675,1.18
"623","District of Columbia",2019-04-13,419,2019-04-06,6715,572997,1.17
"624","District of Columbia",2019-04-20,409,2019-04-13,6625,572997,1.16
"625","District of Columbia",2019-04-27,393,2019-04-20,6643,572997,1.16
"626","District of Columbia",2019-05-04,424,2019-04-27,6570,572997,1.15
"627","District of Columbia",2019-05-11,396,2019-05-04,6306,572997,1.1
"628","District of Columbia",2019-05-18,500,2019-05-11,6316,572997,1.1
"629","District of Columbia",2019-05-25,452,2019-05-18,6228,572997,1.09
"630","District of Columbia",2019-06-01,410,2019-05-25,6299,572997,1.1
"631","District of Columbia",2019-06-08,456,2019-06-01,6413,572997,1.12
"632","District of Columbia",2019-06-15,473,2019-06-08,6401,572997,1.12
"633","District of Columbia",2019-06-22,787,2019-06-15,6405,572997,1.12
"634","District of Columbia",2019-06-29,591,2019-06-22,6840,572997,1.19
"635","District of Columbia",2019-07-06,501,2019-06-29,6890,572997,1.2
"636","District of Columbia",2019-07-13,570,2019-07-06,7186,575588,1.25
"637","District of Columbia",2019-07-20,528,2019-07-13,7197,575588,1.25
"638","District of Columbia",2019-07-27,491,2019-07-20,7142,575588,1.24
"639","District of Columbia",2019-08-03,527,2019-07-27,7283,575588,1.27
"640","District of Columbia",2019-08-10,480,2019-08-03,7273,575588,1.26
"641","District of Columbia",2019-08-17,461,2019-08-10,7391,575588,1.28
"642","District of Columbia",2019-08-24,440,2019-08-17,7236,575588,1.26
"643","District of Columbia",2019-08-31,391,2019-08-24,7141,575588,1.24
"644","District of Columbia",2019-09-07,381,2019-08-31,6731,575588,1.17
"645","District of Columbia",2019-09-14,433,2019-09-07,6725,575588,1.17
"646","District of Columbia",2019-09-21,407,2019-09-14,6444,575588,1.12
"647","District of Columbia",2019-09-28,397,2019-09-21,6359,575588,1.1
"648","District of Columbia",2019-10-05,480,2019-09-28,6323,575588,1.1
"649","District of Columbia",2019-10-12,480,2019-10-05,6246,576878,1.08
"650","District of Columbia",2019-10-19,434,2019-10-12,6275,576878,1.09
"651","District of Columbia",2019-10-26,420,2019-10-19,6264,576878,1.09
"652","District of Columbia",2019-11-02,470,2019-10-26,6285,576878,1.09
"653","District of Columbia",2019-11-09,570,2019-11-02,6345,576878,1.1
"654","District of Columbia",2019-11-16,513,2019-11-09,6423,576878,1.11
"655","District of Columbia",2019-11-23,561,2019-11-16,6509,576878,1.13
"656","District of Columbia",2019-11-30,387,2019-11-23,6550,576878,1.14
"657","District of Columbia",2019-12-07,635,2019-11-30,6883,576878,1.19
"658","District of Columbia",2019-12-14,562,2019-12-07,6889,576878,1.19
"659","District of Columbia",2019-12-21,598,2019-12-14,6936,576878,1.2
"660","District of Columbia",2019-12-28,366,2019-12-21,7026,576878,1.22
"661","District of Columbia",2020-01-04,481,2019-12-28,7198,576878,1.25
"662","District of Columbia",2020-01-11,706,2020-01-04,7102,578035,1.23
"663","District of Columbia",2020-01-18,594,2020-01-11,7271,578035,1.26
"664","District of Columbia",2020-01-25,534,2020-01-18,7149,578035,1.24
"665","District of Columbia",2020-02-01,539,2020-01-25,7139,578035,1.24
"666","District of Columbia",2020-02-08,508,2020-02-01,7156,578035,1.24
"667","District of Columbia",2020-02-15,473,2020-02-08,7079,578035,1.22
"668","District of Columbia",2020-02-22,422,2020-02-15,7003,578035,1.21
"669","District of Columbia",2020-02-29,452,2020-02-22,7020,578035,1.21
"670","District of Columbia",2020-03-07,471,2020-02-29,6792,578035,1.18
"671","District of Columbia",2020-03-14,1213,2020-03-07,6746,578035,1.17
"672","District of Columbia",2020-03-21,14462,2020-03-14,7378,578035,1.28
"673","District of Columbia",2020-03-28,15869,2020-03-21,17661,578035,3.06
"674","District of Columbia",2020-04-04,15329,2020-03-28,31385,578035,5.43
"675","District of Columbia",2020-04-11,9974,2020-04-04,42224,579419,7.29
"676","District of Columbia",2020-04-18,8639,2020-04-11,47465,579419,8.19
"677","District of Columbia",2020-04-25,8708,2020-04-18,52534,579419,9.07
"678","District of Columbia",2020-05-02,8113,2020-04-25,58634,579419,10.12
"679","District of Columbia",2020-05-09,5782,2020-05-02,65298,579419,11.27
"680","District of Columbia",2020-05-16,5196,2020-05-09,68844,579419,11.88
"681","District of Columbia",2020-05-23,5135,2020-05-16,70103,579419,12.1
"682","District of Columbia",2020-05-30,3559,2020-05-23,70671,579419,12.2
"683","District of Columbia",2020-06-06,3385,2020-05-30,72023,579419,12.43
"684","District of Columbia",2020-06-13,3065,2020-06-06,72934,579419,12.59
"685","Florida",2019-01-05,7343,2018-12-29,37091,8401478,0.44
"686","Florida",2019-01-12,10113,2019-01-05,39523,8445378,0.47
"687","Florida",2019-01-19,9152,2019-01-12,38589,8445378,0.46
"688","Florida",2019-01-26,8226,2019-01-19,39817,8445378,0.47
"689","Florida",2019-02-02,7510,2019-01-26,37502,8445378,0.44
"690","Florida",2019-02-09,7049,2019-02-02,38218,8445378,0.45
"691","Florida",2019-02-16,6185,2019-02-09,36628,8445378,0.43
"692","Florida",2019-02-23,5685,2019-02-16,38228,8445378,0.45
"693","Florida",2019-03-02,5675,2019-02-23,36032,8445378,0.43
"694","Florida",2019-03-09,6204,2019-03-02,35361,8445378,0.42
"695","Florida",2019-03-16,5801,2019-03-09,34751,8445378,0.41
"696","Florida",2019-03-23,5353,2019-03-16,34930,8445378,0.41
"697","Florida",2019-03-30,5304,2019-03-23,34577,8445378,0.41
"698","Florida",2019-04-06,6402,2019-03-30,33253,8445378,0.39
"699","Florida",2019-04-13,6345,2019-04-06,33243,8511100,0.39
"700","Florida",2019-04-20,5911,2019-04-13,33688,8511100,0.4
"701","Florida",2019-04-27,5900,2019-04-20,34170,8511100,0.4
"702","Florida",2019-05-04,6262,2019-04-27,33181,8511100,0.39
