"","State","Filed.week.ended","Initial.Claims","Reflecting.Week.Ended","Continued.Claims","Covered.Employment","Insured.Unemployment.Rate"
"2031","Montana",2020-01-18,1236,2020-01-11,11254,454298,2.48
"2032","Montana",2020-01-25,922,2020-01-18,11830,454298,2.6
"2033","Montana",2020-02-01,902,2020-01-25,11527,454298,2.54
"2034","Montana",2020-02-08,935,2020-02-01,11489,454298,2.53
"2035","Montana",2020-02-15,921,2020-02-08,11479,454298,2.53
"2036","Montana",2020-02-22,795,2020-02-15,11308,454298,2.49
"2037","Montana",2020-02-29,695,2020-02-22,11296,454298,2.49
"2038","Montana",2020-03-07,714,2020-02-29,10782,454298,2.37
"2039","Montana",2020-03-14,817,2020-03-07,10112,454298,2.23
"2040","Montana",2020-03-21,15349,2020-03-14,9818,454298,2.16
"2041","Montana",2020-03-28,20763,2020-03-21,19099,454298,4.2
"2042","Montana",2020-04-04,21244,2020-03-28,36819,454298,8.1
"2043","Montana",2020-04-11,14275,2020-04-04,53482,455906,11.73
"2044","Montana",2020-04-18,11176,2020-04-11,65073,455906,14.27
"2045","Montana",2020-04-25,7052,2020-04-18,67473,455906,14.8
"2046","Montana",2020-05-02,4596,2020-04-25,63134,455906,13.85
"2047","Montana",2020-05-09,3762,2020-05-02,58905,455906,12.92
"2048","Montana",2020-05-16,3660,2020-05-09,53786,455906,11.8
"2049","Montana",2020-05-23,3821,2020-05-16,49917,455906,10.95
"2050","Montana",2020-05-30,3054,2020-05-23,48506,455906,10.64
"2051","Montana",2020-06-06,3078,2020-05-30,46305,455906,10.16
"2052","Montana",2020-06-13,3157,2020-06-06,44298,455906,9.72
"2053","North Carolina",2019-01-05,3675,2018-12-29,18745,4277342,0.44
"2054","North Carolina",2019-01-12,4890,2019-01-05,21268,4299156,0.49
"2055","North Carolina",2019-01-19,3738,2019-01-12,20420,4299156,0.47
"2056","North Carolina",2019-01-26,3224,2019-01-19,22376,4299156,0.52
"2057","North Carolina",2019-02-02,3458,2019-01-26,22370,4299156,0.52
"2058","North Carolina",2019-02-09,3312,2019-02-02,22048,4299156,0.51
"2059","North Carolina",2019-02-16,3217,2019-02-09,21590,4299156,0.5
"2060","North Carolina",2019-02-23,3134,2019-02-16,21475,4299156,0.5
"2061","North Carolina",2019-03-02,2883,2019-02-23,20926,4299156,0.49
"2062","North Carolina",2019-03-09,3125,2019-03-02,20561,4299156,0.48
"2063","North Carolina",2019-03-16,2668,2019-03-09,18613,4299156,0.43
"2064","North Carolina",2019-03-23,2796,2019-03-16,20023,4299156,0.47
"2065","North Carolina",2019-03-30,2772,2019-03-23,19778,4299156,0.46
"2066","North Carolina",2019-04-06,3139,2019-03-30,19429,4299156,0.45
"2067","North Carolina",2019-04-13,3052,2019-04-06,19249,4318317,0.45
"2068","North Carolina",2019-04-20,2657,2019-04-13,18705,4318317,0.43
"2069","North Carolina",2019-04-27,2834,2019-04-20,18655,4318317,0.43
"2070","North Carolina",2019-05-04,3037,2019-04-27,18520,4318317,0.43
"2071","North Carolina",2019-05-11,3211,2019-05-04,18401,4318317,0.43
"2072","North Carolina",2019-05-18,3386,2019-05-11,18717,4318317,0.43
"2073","North Carolina",2019-05-25,3409,2019-05-18,18930,4318317,0.44
"2074","North Carolina",2019-06-01,2778,2019-05-25,19177,4318317,0.44
"2075","North Carolina",2019-06-08,3247,2019-06-01,19547,4318317,0.45
"2076","North Carolina",2019-06-15,3323,2019-06-08,19616,4318317,0.45
"2077","North Carolina",2019-06-22,3252,2019-06-15,19830,4318317,0.46
"2078","North Carolina",2019-06-29,3321,2019-06-22,20079,4318317,0.46
"2079","North Carolina",2019-07-06,2679,2019-06-29,19660,4318317,0.46
"2080","North Carolina",2019-07-13,3397,2019-07-06,20582,4338577,0.47
"2081","North Carolina",2019-07-20,3264,2019-07-13,20353,4338577,0.47
"2082","North Carolina",2019-07-27,3105,2019-07-20,20746,4338577,0.48
"2083","North Carolina",2019-08-03,3371,2019-07-27,20795,4338577,0.48
"2084","North Carolina",2019-08-10,3158,2019-08-03,20870,4338577,0.48
"2085","North Carolina",2019-08-17,3014,2019-08-10,20487,4338577,0.47
"2086","North Carolina",2019-08-24,2877,2019-08-17,20112,4338577,0.46
"2087","North Carolina",2019-08-31,3041,2019-08-24,19361,4338577,0.45
"2088","North Carolina",2019-09-07,2661,2019-08-31,18604,4338577,0.43
"2089","North Carolina",2019-09-14,3172,2019-09-07,18805,4338577,0.43
"2090","North Carolina",2019-09-21,3104,2019-09-14,18589,4338577,0.43
"2091","North Carolina",2019-09-28,3142,2019-09-21,18393,4338577,0.42
"2092","North Carolina",2019-10-05,3766,2019-09-28,18629,4338577,0.43
"2093","North Carolina",2019-10-12,3222,2019-10-05,18495,4362309,0.42
"2094","North Carolina",2019-10-19,3377,2019-10-12,18711,4362309,0.43
"2095","North Carolina",2019-10-26,3283,2019-10-19,18942,4362309,0.43
"2096","North Carolina",2019-11-02,3307,2019-10-26,19215,4362309,0.44
"2097","North Carolina",2019-11-09,3494,2019-11-02,18994,4362309,0.44
"2098","North Carolina",2019-11-16,3105,2019-11-09,19365,4362309,0.44
"2099","North Carolina",2019-11-23,3523,2019-11-16,19513,4362309,0.45
"2100","North Carolina",2019-11-30,2182,2019-11-23,18952,4362309,0.43
"2101","North Carolina",2019-12-07,3843,2019-11-30,19694,4362309,0.45
"2102","North Carolina",2019-12-14,3649,2019-12-07,19806,4362309,0.45
"2103","North Carolina",2019-12-21,3586,2019-12-14,20382,4362309,0.47
"2104","North Carolina",2019-12-28,2126,2019-12-21,19533,4362309,0.45
"2105","North Carolina",2020-01-04,3508,2019-12-28,20848,4362309,0.48
"2106","North Carolina",2020-01-11,4628,2020-01-04,21239,4381417,0.48
"2107","North Carolina",2020-01-18,4217,2020-01-11,22247,4381417,0.51
"2108","North Carolina",2020-01-25,3344,2020-01-18,22415,4381417,0.51
"2109","North Carolina",2020-02-01,3611,2020-01-25,22342,4381417,0.51
"2110","North Carolina",2020-02-08,3326,2020-02-01,22044,4381417,0.5
"2111","North Carolina",2020-02-15,3094,2020-02-08,21972,4381417,0.5
"2112","North Carolina",2020-02-22,2852,2020-02-15,21630,4381417,0.49
"2113","North Carolina",2020-02-29,1767,2020-02-22,21188,4381417,0.48
"2114","North Carolina",2020-03-07,2575,2020-02-29,20196,4381417,0.46
"2115","North Carolina",2020-03-14,3533,2020-03-07,19683,4381417,0.45
"2116","North Carolina",2020-03-21,94083,2020-03-14,20652,4381417,0.47
"2117","North Carolina",2020-03-28,172145,2020-03-21,75220,4381417,1.72
"2118","North Carolina",2020-04-04,137422,2020-03-28,245692,4381417,5.61
"2119","North Carolina",2020-04-11,140155,2020-04-04,362989,4402750,8.24
"2120","North Carolina",2020-04-18,106266,2020-04-11,468283,4402750,10.64
"2121","North Carolina",2020-04-25,98941,2020-04-18,555039,4402750,12.61
"2122","North Carolina",2020-05-02,85956,2020-04-25,591045,4402750,13.42
"2123","North Carolina",2020-05-09,57354,2020-05-02,619809,4402750,14.08
"2124","North Carolina",2020-05-16,46913,2020-05-09,605709,4402750,13.76
"2125","North Carolina",2020-05-23,44202,2020-05-16,564068,4402750,12.81
"2126","North Carolina",2020-05-30,37047,2020-05-23,547988,4402750,12.45
"2127","North Carolina",2020-06-06,33865,2020-05-30,537652,4402750,12.21
"2128","North Carolina",2020-06-13,32188,2020-06-06,524787,4402750,11.92
"2129","North Dakota",2019-01-05,964,2018-12-29,5754,405169,1.42
"2130","North Dakota",2019-01-12,1230,2019-01-05,6102,405557,1.5
"2131","North Dakota",2019-01-19,658,2019-01-12,6406,405557,1.58
"2132","North Dakota",2019-01-26,533,2019-01-19,6532,405557,1.61
"2133","North Dakota",2019-02-02,553,2019-01-26,6742,405557,1.66
"2134","North Dakota",2019-02-09,574,2019-02-02,6941,405557,1.71
"2135","North Dakota",2019-02-16,470,2019-02-09,7035,405557,1.73
"2136","North Dakota",2019-02-23,340,2019-02-16,6853,405557,1.69
"2137","North Dakota",2019-03-02,327,2019-02-23,6708,405557,1.65
"2138","North Dakota",2019-03-09,313,2019-03-02,6498,405557,1.6
"2139","North Dakota",2019-03-16,288,2019-03-09,6161,405557,1.52
"2140","North Dakota",2019-03-23,211,2019-03-16,5891,405557,1.45
"2141","North Dakota",2019-03-30,266,2019-03-23,5407,405557,1.33
"2142","North Dakota",2019-04-06,272,2019-03-30,5013,405557,1.24
"2143","North Dakota",2019-04-13,272,2019-04-06,4454,406719,1.1
"2144","North Dakota",2019-04-20,217,2019-04-13,3757,406719,0.92
"2145","North Dakota",2019-04-27,313,2019-04-20,3270,406719,0.8
"2146","North Dakota",2019-05-04,278,2019-04-27,2446,406719,0.6
"2147","North Dakota",2019-05-11,522,2019-05-04,2217,406719,0.55
"2148","North Dakota",2019-05-18,300,2019-05-11,2139,406719,0.53
"2149","North Dakota",2019-05-25,328,2019-05-18,1803,406719,0.44
"2150","North Dakota",2019-06-01,452,2019-05-25,1791,406719,0.44
"2151","North Dakota",2019-06-08,327,2019-06-01,1989,406719,0.49
"2152","North Dakota",2019-06-15,253,2019-06-08,1970,406719,0.48
"2153","North Dakota",2019-06-22,290,2019-06-15,1942,406719,0.48
"2154","North Dakota",2019-06-29,376,2019-06-22,1940,406719,0.48
"2155","North Dakota",2019-07-06,497,2019-06-29,2093,406719,0.51
"2156","North Dakota",2019-07-13,335,2019-07-06,2426,408192,0.59
"2157","North Dakota",2019-07-20,273,2019-07-13,2157,408192,0.53
"2158","North Dakota",2019-07-27,214,2019-07-20,2199,408192,0.54
"2159","North Dakota",2019-08-03,204,2019-07-27,2130,408192,0.52
"2160","North Dakota",2019-08-10,229,2019-08-03,1975,408192,0.48
"2161","North Dakota",2019-08-17,211,2019-08-10,1905,408192,0.47
"2162","North Dakota",2019-08-24,540,2019-08-17,1802,408192,0.44
"2163","North Dakota",2019-08-31,239,2019-08-24,2014,408192,0.49
"2164","North Dakota",2019-09-07,233,2019-08-31,1816,408192,0.44
"2165","North Dakota",2019-09-14,252,2019-09-07,1657,408192,0.41
"2166","North Dakota",2019-09-21,205,2019-09-14,1528,408192,0.37
"2167","North Dakota",2019-09-28,197,2019-09-21,1289,408192,0.32
"2168","North Dakota",2019-10-05,312,2019-09-28,1249,408192,0.31
"2169","North Dakota",2019-10-12,268,2019-10-05,1317,409901,0.32
"2170","North Dakota",2019-10-19,326,2019-10-12,1311,409901,0.32
"2171","North Dakota",2019-10-26,430,2019-10-19,1437,409901,0.35
"2172","North Dakota",2019-11-02,631,2019-10-26,1623,409901,0.4
"2173","North Dakota",2019-11-09,650,2019-11-02,2010,409901,0.49
"2174","North Dakota",2019-11-16,761,2019-11-09,2009,409901,0.49
"2175","North Dakota",2019-11-23,739,2019-11-16,2503,409901,0.61
"2176","North Dakota",2019-11-30,697,2019-11-23,2785,409901,0.68
"2177","North Dakota",2019-12-07,1004,2019-11-30,3334,409901,0.81
"2178","North Dakota",2019-12-14,1128,2019-12-07,3803,409901,0.93
"2179","North Dakota",2019-12-21,1016,2019-12-14,4540,409901,1.11
"2180","North Dakota",2019-12-28,961,2019-12-21,4729,409901,1.15
"2181","North Dakota",2020-01-04,836,2019-12-28,5785,409901,1.41
"2182","North Dakota",2020-01-11,1530,2020-01-04,6171,411624,1.5
"2183","North Dakota",2020-01-18,785,2020-01-11,6809,411624,1.65
"2184","North Dakota",2020-01-25,543,2020-01-18,7179,411624,1.74
"2185","North Dakota",2020-02-01,447,2020-01-25,6782,411624,1.65
"2186","North Dakota",2020-02-08,526,2020-02-01,6838,411624,1.66
"2187","North Dakota",2020-02-15,457,2020-02-08,6924,411624,1.68
"2188","North Dakota",2020-02-22,435,2020-02-15,6886,411624,1.67
"2189","North Dakota",2020-02-29,363,2020-02-22,6795,411624,1.65
"2190","North Dakota",2020-03-07,423,2020-02-29,6543,411624,1.59
"2191","North Dakota",2020-03-14,415,2020-03-07,6349,411624,1.54
"2192","North Dakota",2020-03-21,5662,2020-03-14,6169,411624,1.5
"2193","North Dakota",2020-03-28,11818,2020-03-21,8534,411624,2.07
"2194","North Dakota",2020-04-04,15125,2020-03-28,16036,411624,3.9
"2195","North Dakota",2020-04-11,9502,2020-04-04,24554,412797,5.95
"2196","North Dakota",2020-04-18,8065,2020-04-11,33563,412797,8.13
"2197","North Dakota",2020-04-25,6274,2020-04-18,35513,412797,8.6
"2198","North Dakota",2020-05-02,4044,2020-04-25,35827,412797,8.68
"2199","North Dakota",2020-05-09,2753,2020-05-02,35921,412797,8.7
"2200","North Dakota",2020-05-16,2619,2020-05-09,32399,412797,7.85
"2201","North Dakota",2020-05-23,2978,2020-05-16,31100,412797,7.53
"2202","North Dakota",2020-05-30,2315,2020-05-23,30806,412797,7.46
"2203","North Dakota",2020-06-06,2252,2020-05-30,29855,412797,7.23
"2204","North Dakota",2020-06-13,2073,2020-06-06,29103,412797,7.05
"2205","Nebraska",2019-01-05,1282,2018-12-29,7517,958635,0.78
"2206","Nebraska",2019-01-12,1245,2019-01-05,7741,958335,0.81
"2207","Nebraska",2019-01-19,1181,2019-01-12,7077,958335,0.74
"2208","Nebraska",2019-01-26,1115,2019-01-19,6974,958335,0.73
"2209","Nebraska",2019-02-02,1061,2019-01-26,7333,958335,0.77
"2210","Nebraska",2019-02-09,866,2019-02-02,7498,958335,0.78
"2211","Nebraska",2019-02-16,730,2019-02-09,7449,958335,0.78
"2212","Nebraska",2019-02-23,708,2019-02-16,7409,958335,0.77
"2213","Nebraska",2019-03-02,742,2019-02-23,7326,958335,0.76
"2214","Nebraska",2019-03-09,724,2019-03-02,7263,958335,0.76
"2215","Nebraska",2019-03-16,788,2019-03-09,7071,958335,0.74
"2216","Nebraska",2019-03-23,730,2019-03-16,6899,958335,0.72
"2217","Nebraska",2019-03-30,663,2019-03-23,6063,958335,0.63
"2218","Nebraska",2019-04-06,589,2019-03-30,5078,958335,0.53
"2219","Nebraska",2019-04-13,566,2019-04-06,4272,960218,0.44
"2220","Nebraska",2019-04-20,758,2019-04-13,3822,960218,0.4
"2221","Nebraska",2019-04-27,497,2019-04-20,3645,960218,0.38
"2222","Nebraska",2019-05-04,563,2019-04-27,3305,960218,0.34
"2223","Nebraska",2019-05-11,688,2019-05-04,3105,960218,0.32
"2224","Nebraska",2019-05-18,658,2019-05-11,3204,960218,0.33
"2225","Nebraska",2019-05-25,868,2019-05-18,3148,960218,0.33
"2226","Nebraska",2019-06-01,996,2019-05-25,3337,960218,0.35
"2227","Nebraska",2019-06-08,910,2019-06-01,3747,960218,0.39
"2228","Nebraska",2019-06-15,712,2019-06-08,3891,960218,0.41
"2229","Nebraska",2019-06-22,648,2019-06-15,3913,960218,0.41
"2230","Nebraska",2019-06-29,998,2019-06-22,3908,960218,0.41
"2231","Nebraska",2019-07-06,788,2019-06-29,4270,960218,0.44
"2232","Nebraska",2019-07-13,546,2019-07-06,4578,961261,0.48
"2233","Nebraska",2019-07-20,562,2019-07-13,4006,961261,0.42
"2234","Nebraska",2019-07-27,523,2019-07-20,3995,961261,0.42
"2235","Nebraska",2019-08-03,546,2019-07-27,3939,961261,0.41
"2236","Nebraska",2019-08-10,721,2019-08-03,3868,961261,0.4
"2237","Nebraska",2019-08-17,522,2019-08-10,3803,961261,0.4
"2238","Nebraska",2019-08-24,484,2019-08-17,3069,961261,0.32
"2239","Nebraska",2019-08-31,886,2019-08-24,2756,961261,0.29
"2240","Nebraska",2019-09-07,468,2019-08-31,3092,961261,0.32
"2241","Nebraska",2019-09-14,448,2019-09-07,3023,961261,0.31
"2242","Nebraska",2019-09-21,441,2019-09-14,2586,961261,0.27
"2243","Nebraska",2019-09-28,364,2019-09-21,2237,961261,0.23
"2244","Nebraska",2019-10-05,383,2019-09-28,2282,961261,0.24
"2245","Nebraska",2019-10-12,626,2019-10-05,1689,963465,0.18
"2246","Nebraska",2019-10-19,510,2019-10-12,2146,963465,0.22
"2247","Nebraska",2019-10-26,526,2019-10-19,1984,963465,0.21
"2248","Nebraska",2019-11-02,642,2019-10-26,1821,963465,0.19
"2249","Nebraska",2019-11-09,756,2019-11-02,1683,963465,0.17
"2250","Nebraska",2019-11-16,729,2019-11-09,1662,963465,0.17
"2251","Nebraska",2019-11-23,1098,2019-11-16,2485,963465,0.26
"2252","Nebraska",2019-11-30,996,2019-11-23,3354,963465,0.35
"2253","Nebraska",2019-12-07,1150,2019-11-30,3442,963465,0.36
"2254","Nebraska",2019-12-14,1087,2019-12-07,3099,963465,0.32
"2255","Nebraska",2019-12-21,1211,2019-12-14,3499,963465,0.36
"2256","Nebraska",2019-12-28,1818,2019-12-21,3745,963465,0.39
"2257","Nebraska",2020-01-04,1099,2019-12-28,5165,963465,0.54
"2258","Nebraska",2020-01-11,1171,2020-01-04,5694,962725,0.59
"2259","Nebraska",2020-01-18,988,2020-01-11,4940,962725,0.51
"2260","Nebraska",2020-01-25,960,2020-01-18,5107,962725,0.53
"2261","Nebraska",2020-02-01,833,2020-01-25,5884,962725,0.61
"2262","Nebraska",2020-02-08,675,2020-02-01,5693,962725,0.59
"2263","Nebraska",2020-02-15,537,2020-02-08,5804,962725,0.6
"2264","Nebraska",2020-02-22,493,2020-02-15,5780,962725,0.6
"2265","Nebraska",2020-02-29,502,2020-02-22,6286,962725,0.65
"2266","Nebraska",2020-03-07,501,2020-02-29,5581,962725,0.58
"2267","Nebraska",2020-03-14,795,2020-03-07,5076,962725,0.53
"2268","Nebraska",2020-03-21,15700,2020-03-14,4859,962725,0.5
"2269","Nebraska",2020-03-28,24725,2020-03-21,16641,962725,1.73
"2270","Nebraska",2020-04-04,27054,2020-03-28,38921,962725,4.04
"2271","Nebraska",2020-04-11,16279,2020-04-04,60416,965476,6.26
"2272","Nebraska",2020-04-18,12222,2020-04-11,72078,965476,7.47
"2273","Nebraska",2020-04-25,8229,2020-04-18,76628,965476,7.94
"2274","Nebraska",2020-05-02,6418,2020-04-25,68882,965476,7.13
"2275","Nebraska",2020-05-09,6362,2020-05-02,68089,965476,7.05
"2276","Nebraska",2020-05-16,5839,2020-05-09,62962,963512,6.53
"2277","Nebraska",2020-05-23,5812,2020-05-16,61604,963512,6.39
"2278","Nebraska",2020-05-30,5083,2020-05-23,62465,963512,6.48
"2279","Nebraska",2020-06-06,4697,2020-05-30,60479,963512,6.28
"2280","Nebraska",2020-06-13,4868,2020-06-06,57402,963512,5.96
"2281","New Hampshire",2019-01-05,808,2018-12-29,4744,647193,0.73
"2282","New Hampshire",2019-01-12,808,2019-01-05,4644,648384,0.72
"2283","New Hampshire",2019-01-19,671,2019-01-12,4694,648384,0.72
"2284","New Hampshire",2019-01-26,629,2019-01-19,4810,648384,0.74
"2285","New Hampshire",2019-02-02,583,2019-01-26,4742,648384,0.73
"2286","New Hampshire",2019-02-09,588,2019-02-02,4714,648384,0.73
"2287","New Hampshire",2019-02-16,498,2019-02-09,4690,648384,0.72
"2288","New Hampshire",2019-02-23,371,2019-02-16,4601,648384,0.71
"2289","New Hampshire",2019-03-02,919,2019-02-23,4636,648384,0.72
"2290","New Hampshire",2019-03-09,572,2019-03-02,5010,648384,0.77
"2291","New Hampshire",2019-03-16,518,2019-03-09,4484,648384,0.69
"2292","New Hampshire",2019-03-23,516,2019-03-16,4240,648384,0.65
"2293","New Hampshire",2019-03-30,433,2019-03-23,4284,648384,0.66
"2294","New Hampshire",2019-04-06,497,2019-03-30,4098,648384,0.63
"2295","New Hampshire",2019-04-13,481,2019-04-06,3853,649759,0.59
"2296","New Hampshire",2019-04-20,474,2019-04-13,3651,649759,0.56
"2297","New Hampshire",2019-04-27,863,2019-04-20,3613,649759,0.56
"2298","New Hampshire",2019-05-04,411,2019-04-27,3901,649759,0.6
"2299","New Hampshire",2019-05-11,407,2019-05-04,3287,649759,0.51
"2300","New Hampshire",2019-05-18,418,2019-05-11,3178,649759,0.49
"2301","New Hampshire",2019-05-25,396,2019-05-18,3097,649759,0.48
"2302","New Hampshire",2019-06-01,357,2019-05-25,3026,649759,0.47
"2303","New Hampshire",2019-06-08,364,2019-06-01,2979,649759,0.46
"2304","New Hampshire",2019-06-15,430,2019-06-08,2930,649759,0.45
"2305","New Hampshire",2019-06-22,800,2019-06-15,2957,649759,0.46
"2306","New Hampshire",2019-06-29,615,2019-06-22,3391,649759,0.52
"2307","New Hampshire",2019-07-06,553,2019-06-29,3444,649759,0.53
"2308","New Hampshire",2019-07-13,490,2019-07-06,3691,651104,0.57
"2309","New Hampshire",2019-07-20,408,2019-07-13,3523,651104,0.54
"2310","New Hampshire",2019-07-27,425,2019-07-20,3441,651104,0.53
"2311","New Hampshire",2019-08-03,423,2019-07-27,3408,651104,0.52
"2312","New Hampshire",2019-08-10,467,2019-08-03,3437,651104,0.53
"2313","New Hampshire",2019-08-17,464,2019-08-10,3487,651104,0.54
"2314","New Hampshire",2019-08-24,427,2019-08-17,3528,651104,0.54
"2315","New Hampshire",2019-08-31,374,2019-08-24,3440,651104,0.53
"2316","New Hampshire",2019-09-07,343,2019-08-31,2951,651104,0.45
"2317","New Hampshire",2019-09-14,326,2019-09-07,2785,651104,0.43
"2318","New Hampshire",2019-09-21,356,2019-09-14,2654,651104,0.41
"2319","New Hampshire",2019-09-28,373,2019-09-21,2665,651104,0.41
"2320","New Hampshire",2019-10-05,416,2019-09-28,2640,651104,0.41
"2321","New Hampshire",2019-10-12,391,2019-10-05,2706,652934,0.41
"2322","New Hampshire",2019-10-19,350,2019-10-12,2676,652934,0.41
"2323","New Hampshire",2019-10-26,486,2019-10-19,2708,652934,0.41
"2324","New Hampshire",2019-11-02,483,2019-10-26,2795,652934,0.43
"2325","New Hampshire",2019-11-09,510,2019-11-02,2889,652934,0.44
"2326","New Hampshire",2019-11-16,453,2019-11-09,2953,652934,0.45
"2327","New Hampshire",2019-11-23,571,2019-11-16,3005,652934,0.46
"2328","New Hampshire",2019-11-30,491,2019-11-23,3072,652934,0.47
"2329","New Hampshire",2019-12-07,698,2019-11-30,3253,652934,0.5
"2330","New Hampshire",2019-12-14,665,2019-12-07,3485,652934,0.53
"2331","New Hampshire",2019-12-21,656,2019-12-14,3533,652934,0.54
"2332","New Hampshire",2019-12-28,1123,2019-12-21,3654,652934,0.56
"2333","New Hampshire",2020-01-04,690,2019-12-28,4468,652934,0.68
"2334","New Hampshire",2020-01-11,722,2020-01-04,4575,654468,0.7
"2335","New Hampshire",2020-01-18,613,2020-01-11,4215,654468,0.64
"2336","New Hampshire",2020-01-25,577,2020-01-18,4202,654468,0.64
"2337","New Hampshire",2020-02-01,456,2020-01-25,4033,654468,0.62
"2338","New Hampshire",2020-02-08,507,2020-02-01,4050,654468,0.62
"2339","New Hampshire",2020-02-15,424,2020-02-08,4015,654468,0.61
"2340","New Hampshire",2020-02-22,444,2020-02-15,3936,654468,0.6
"2341","New Hampshire",2020-02-29,894,2020-02-22,4048,654468,0.62
"2342","New Hampshire",2020-03-07,495,2020-02-29,4475,654468,0.68
"2343","New Hampshire",2020-03-14,642,2020-03-07,3909,654468,0.6
"2344","New Hampshire",2020-03-21,29379,2020-03-14,4024,654468,0.61
"2345","New Hampshire",2020-03-28,31378,2020-03-21,27321,654468,4.17
"2346","New Hampshire",2020-04-04,39202,2020-03-28,52166,654468,7.97
"2347","New Hampshire",2020-04-11,25273,2020-04-04,79979,649845,12.31
"2348","New Hampshire",2020-04-18,20414,2020-04-11,93783,649845,14.43
"2349","New Hampshire",2020-04-25,15001,2020-04-18,106841,649845,16.44
"2350","New Hampshire",2020-05-02,12475,2020-04-25,115580,649845,17.79
"2351","New Hampshire",2020-05-09,10016,2020-05-02,116768,649845,17.97
"2352","New Hampshire",2020-05-16,8794,2020-05-09,114450,649845,17.61
"2353","New Hampshire",2020-05-23,7266,2020-05-16,109184,649845,16.8
"2354","New Hampshire",2020-05-30,6127,2020-05-23,100769,649845,15.51
"2355","New Hampshire",2020-06-06,6303,2020-05-30,102189,649845,15.73
"2356","New Hampshire",2020-06-13,6431,2020-06-06,98440,649845,15.15
"2357","New Jersey",2019-01-05,15716,2018-12-29,108647,3967985,2.74
"2358","New Jersey",2019-01-12,14167,2019-01-05,110669,3977393,2.78
"2359","New Jersey",2019-01-19,10190,2019-01-12,106096,3977393,2.67
"2360","New Jersey",2019-01-26,11130,2019-01-19,108219,3977393,2.72
"2361","New Jersey",2019-02-02,9903,2019-01-26,111749,3977393,2.81
"2362","New Jersey",2019-02-09,9758,2019-02-02,111536,3977393,2.8
"2363","New Jersey",2019-02-16,8841,2019-02-09,108663,3977393,2.73
"2364","New Jersey",2019-02-23,8512,2019-02-16,110184,3977393,2.77
"2365","New Jersey",2019-03-02,8155,2019-02-23,112183,3977393,2.82
"2366","New Jersey",2019-03-09,7990,2019-03-02,109482,3977393,2.75
"2367","New Jersey",2019-03-16,7853,2019-03-09,107328,3977393,2.7
"2368","New Jersey",2019-03-23,7485,2019-03-16,104241,3977211,2.62
"2369","New Jersey",2019-03-30,6894,2019-03-23,100024,3977211,2.51
"2370","New Jersey",2019-04-06,7707,2019-03-30,95817,3977211,2.41
"2371","New Jersey",2019-04-13,7641,2019-04-06,88763,3986641,2.23
"2372","New Jersey",2019-04-20,10737,2019-04-13,84194,3986641,2.11
"2373","New Jersey",2019-04-27,13778,2019-04-20,85786,3986641,2.15
"2374","New Jersey",2019-05-04,7539,2019-04-27,89666,3986641,2.25
"2375","New Jersey",2019-05-11,7672,2019-05-04,78725,3986579,1.97
"2376","New Jersey",2019-05-18,7054,2019-05-11,76577,3986579,1.92
"2377","New Jersey",2019-05-25,7928,2019-05-18,75820,3986579,1.9
"2378","New Jersey",2019-06-01,6230,2019-05-25,75880,3986579,1.9
"2379","New Jersey",2019-06-08,8217,2019-06-01,76710,3986579,1.92
"2380","New Jersey",2019-06-15,8064,2019-06-08,75278,3986579,1.89
"2381","New Jersey",2019-06-22,13644,2019-06-15,75852,3986579,1.9
"2382","New Jersey",2019-06-29,18558,2019-06-22,80090,3986579,2.01
"2383","New Jersey",2019-07-06,12612,2019-06-29,87044,3986579,2.18
"2384","New Jersey",2019-07-13,8910,2019-07-06,98783,3995886,2.47
"2385","New Jersey",2019-07-20,8070,2019-07-13,97560,3995886,2.44
"2386","New Jersey",2019-07-27,7265,2019-07-20,96801,3995886,2.42
"2387","New Jersey",2019-08-03,8205,2019-07-27,95886,3995886,2.4
"2388","New Jersey",2019-08-10,8224,2019-08-03,95093,3995886,2.38
"2389","New Jersey",2019-08-17,7541,2019-08-10,94922,3995886,2.38
"2390","New Jersey",2019-08-24,7746,2019-08-17,95509,3995886,2.39
"2391","New Jersey",2019-08-31,7103,2019-08-24,94789,3995886,2.37
"2392","New Jersey",2019-09-07,6658,2019-08-31,92978,3995886,2.33
"2393","New Jersey",2019-09-14,7455,2019-09-07,83934,3995886,2.1
"2394","New Jersey",2019-09-21,6718,2019-09-14,73417,3995886,1.84
"2395","New Jersey",2019-09-28,6699,2019-09-21,72053,3995886,1.8
"2396","New Jersey",2019-10-05,7721,2019-09-28,71660,3995886,1.79
"2397","New Jersey",2019-10-12,7706,2019-10-05,71529,3995886,1.79
"2398","New Jersey",2019-10-19,7482,2019-10-12,71216,4007202,1.78
"2399","New Jersey",2019-10-26,7990,2019-10-19,72947,4007202,1.82
"2400","New Jersey",2019-11-02,7550,2019-10-26,72909,4007202,1.82
"2401","New Jersey",2019-11-09,12747,2019-11-02,75018,4007202,1.87
"2402","New Jersey",2019-11-16,8978,2019-11-09,78801,4007202,1.97
"2403","New Jersey",2019-11-23,9523,2019-11-16,79682,4007202,1.99
"2404","New Jersey",2019-11-30,9149,2019-11-23,78017,4007202,1.95
"2405","New Jersey",2019-12-07,12463,2019-11-30,87903,4007202,2.19
"2406","New Jersey",2019-12-14,10806,2019-12-07,85764,4007202,2.14
"2407","New Jersey",2019-12-21,13001,2019-12-14,89206,4007202,2.23
